,name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,ttm
12,	OtherOperatingExpenses,"7,059,000","11,230,000","-4,739,000","-31,957,000","-14,323,000",,,,,,"-20,327,000","7,195,000","10,421,000","-57,950,000","12,485,000","24,291,000","-1,655,000","-2,174,000",,,,,,,,,,,,"7,076,000"
13,OperatingIncome,"-458,860,000","-457,680,000","-137,268,000","-250,044,000","-470,549,000","-293,024,000","267,345,000","318,807,000","463,555,000","520,602,000","178,598,000","-48,214,000","551,494,000","670,276,000","1,039,164,000","581,296,000","171,214,000","84,738,000","8,098,000","280,317,000","41,723,000","-10,200,000","2,700,000","33,400,000","4,700,000","2,300,000","1,900,000","1,600,000","400,000","-477,694,000"
14,NetNonOperatingInterestIncomeExpense,"-39,516,000","-69,191,000","-45,981,000","-35,606,000","-40,039,000","-35,511,000","-28,846,000","-27,441,000","-22,196,000","-15,465,000","-11,098,000","-3,767,000","916,000",,,,,,,,,,,,,,,,,"-38,819,000"
15,	InterestIncomeNonOperating,"1,254,000","6,013,000","5,597,000","1,866,000","327,000","964,000","979,000","918,000","554,000","187,000","1,674,000","381,000","1,555,000",,,,,,,,,,,,,,,,,"736,000"
16,	InterestExpenseNonOperating,"40,770,000","75,204,000","51,578,000","37,472,000","40,366,000","36,475,000","29,825,000","28,359,000","22,750,000","15,652,000","12,772,000","4,148,000","639,000",,,,,,,,,,,,,,,,,"39,555,000"
17,OtherIncomeExpense,"-432,642,000","-3,507,000","-184,159,000","-42,151,000","14,392,000","-113,914,000","15,784,000","5,075,000","34,314,000","5,581,000","23,254,000","426,000","-9,462,000","58,313,000","-12,138,000","-23,863,000","1,890,000","4,769,000","-4,837,000","-12,760,000","274,000","300,000","1,600,000","2,800,000","-1,100,000","600,000","700,000","300,000","900,000","-36,996,000"
18,	SpecialIncomeCharges,"-433,398,000","-3,896,000","-184,909,000","-42,494,000","14,323,000","-113,948,000","15,781,000","3,384,000","33,806,000","5,581,000","23,254,000","426,000","-9,462,000","58,313,000","-12,138,000","-23,863,000","1,890,000","4,769,000","-4,837,000","-12,760,000","274,000","300,000","1,600,000","2,800,000","-1,100,000","600,000","700,000","300,000","900,000","-37,681,000"
19,		RestructuringAndMergernAcquisition,"38,338,000",0,"2,738,000","74,451,000",,,,,0,0,"2,485,000",,,,,,,"-2,452,000","4,700,000","13,145,000",,,,,,,,,,
20,		ImpairmentOfCapitalAssets,"395,060,000","17,800,000","211,129,000",0,0,"124,561,000",,,,,,,"9,964,000",,,,,,,,,,,,,,,,,0
21,		WriteOff,"5,606,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,		OtherSpecialCharges,,"-3,471,000","12,684,000","1,553,000","448,000",,,,,"-5,581,000","-25,739,000",,"-502,000",,,,,"-2,317,000","137,000","-385,000",,,,,,,,,,
23,		GainOnSaleOfPPE,,"13,904,000","28,958,000","33,510,000","14,771,000","10,613,000","15,781,000","3,384,000","33,806,000",,,,,,,,,,,,,,,,,,,,,
24,	OtherNonOperatingIncomeExpenses,"756,000","389,000","750,000","343,000","69,000","34,000","3,000","1,691,000","508,000",,,,,,,,,,,,,,,,,,,,,"685,000"
25,PretaxIncome,"-931,018,000","-530,378,000","-367,408,000","-327,801,000","-496,196,000","-442,449,000","254,283,000","296,441,000","475,673,000","510,718,000","190,754,000","-51,555,000","542,948,000","670,807,000","1,043,834,000","584,759,000","171,894,000","88,157,000","3,839,000","266,495,000","37,998,000","-13,400,000","-200,000","35,000,000","2,000,000","1,800,000","2,300,000","1,700,000","1,000,000","-553,509,000"
26,TaxProvision,"-127,326,000","-104,675,000","-45,987,000","-333,711,000","-177,562,000","-147,963,000","91,619,000","108,432,000","176,196,000","187,938,000","72,856,000","-17,595,000","195,879,000","232,168,000","371,267,000","212,019,000","63,161,000","32,362,000","1,670,000","102,333,000","14,244,000","-4,300,000","100,000","12,800,000","-2,300,000","-100,000","-200,000","100,000","400,000","-78,126,000"
27,NetIncomeCommonStockholders,"-803,692,000","-425,703,000","-321,421,000","5,740,000","-318,634,000","-291,464,000","161,001,000","186,150,000","296,945,000","322,413,000","116,942,000","-38,290,000","347,069,000","438,639,000","673,254,000","372,740,000","108,733,000","55,326,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","100,000","-475,383,000"
28,	NetIncome,"-803,692,000","-425,703,000","-321,421,000","5,910,000","-318,634,000","-294,486,000","162,664,000","188,009,000","299,477,000","322,413,000","116,942,000","-38,290,000","347,069,000","438,639,000","673,254,000","372,740,000","108,733,000","55,326,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","100,000","-475,383,000"
29,		NetIncomeIncludingNoncontrollingInterests,"-803,692,000","-425,703,000","-321,421,000","5,910,000","-318,634,000","-294,486,000","162,664,000","188,009,000","299,477,000","322,413,000","116,942,000","-38,290,000","347,069,000","438,639,000","673,254,000","372,740,000","108,733,000","55,326,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","100,000","-475,383,000"
30,			NetIncomeContinuousOperations,"-803,692,000","-425,703,000","-321,421,000","5,910,000","-318,634,000","-294,486,000","162,664,000","188,009,000","299,477,000","322,780,000","117,898,000","-33,960,000","347,069,000","438,639,000","672,567,000","372,740,000","108,733,000","55,795,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","600,000","-475,383,000"
31,			NetIncomeDiscontinuousOperations,,,,,,,,0,0,"-367,000","-956,000","-4,330,000",,,,,,,,,,,,,,,,,,
32,			NetIncomeExtraordinary,,,,,,,,,,,,,0,,"687,000",,,"-469,000",,,,,,,,,,,,
33,			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-500,000",
34,	OtherunderPreferredStockDividend,,0,0,"170,000",0,"-3,022,000","1,663,000","1,859,000","2,532,000",,,,,,,,,,,,,,,,,,,,,
35,AverageDilutionEarnings,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
36,DilutedNIAvailtoComStockholders,"-803,692,000","-425,703,000","-321,421,000","5,740,000","-318,634,000","-291,464,000","161,001,000","186,150,000","296,945,000","322,413,000","116,942,000","-38,290,000","347,069,000","438,639,000","673,254,000","372,740,000","108,733,000","55,326,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","100,000","-475,383,000"
37,BasicEPS,-4.27,-2.1,-1.47,0.03,-2.18,-2,1.12,1.29,1.96,2.08,0.76,-0.25,2.26,2.83,4.08,2.19,0.65,0.34,0.015,1.075,0.345,-0.14,-0.005,0.39,0.108,0.09,0.155,0.065,0.005,
38,DilutedEPS,-4.27,-2.1,-1.47,0.03,-2.18,-2,1.11,1.28,1.96,2.06,0.76,-0.25,2.24,2.79,4.02,2.15,0.64,0.335,0.015,1.035,0.33,-0.14,-0.005,0.375,0.106,0.09,0.155,0.065,0.005,
39,BasicAverageShares,"188,013,000","203,039,000","218,643,000","198,447,000","146,178,000","145,416,000","144,066,000","144,356,000","151,144,000","153,871,000","152,772,000","152,069,000","153,379,000","154,755,000","165,159,000","170,426,000","166,258,000","161,272,000","157,410,000","152,814,000","68,694,000","64,998,000","63,290,000","56,984,000","39,621,616","21,111,111","16,129,032","24,615,385","11,616,000",
40,DilutedAverageShares,"188,013,000","203,039,000","218,643,000","199,882,000","146,178,000","145,416,000","145,376,000","145,303,000","151,699,000","155,304,000","153,276,000","152,069,000","154,717,000","156,997,000","167,413,000","173,767,000","169,211,000","164,572,000","162,504,000","158,394,000","71,506,000","64,998,000","63,290,000","59,010,000","40,171,328","21,111,111","16,129,032","24,615,385","11,616,000",
41,TotalOperatingIncomeAsReported,"-892,258,000","-461,576,000","-322,177,000","-292,538,000","-456,226,000","-406,972,000","283,126,000","322,191,000","497,361,000","525,601,000","200,925,000","-48,214,000","541,530,000","670,276,000","1,039,164,000","581,296,000","171,214,000","87,190,000","3,398,000","267,172,000","41,723,000","-10,200,000","2,700,000","33,400,000","4,700,000","2,300,000","1,900,000","1,600,000","400,000","-515,375,000"
42,TotalExpenses,"1,583,109,000","2,928,365,000","3,464,265,000","2,606,728,000","1,386,415,000","2,184,301,000","2,914,946,000","2,397,227,000","2,259,859,000","2,045,341,000","1,284,333,000","830,160,000","1,657,632,000","1,443,918,000","1,507,422,000","1,159,159,000","829,555,000","691,432,000","519,859,000","709,658,000","266,178,000","161,700,000","183,900,000","157,400,000","79,000,000","44,200,000","33,200,000","23,100,000","21,800,000","1,396,945,000"
43,NetIncomeFromContinuingAndDiscontinuedOperation,"-803,692,000","-425,703,000","-321,421,000","5,910,000","-318,634,000","-294,486,000","162,664,000","188,009,000","299,477,000","322,413,000","116,942,000","-38,290,000","347,069,000","438,639,000","672,567,000","372,740,000","108,733,000","55,795,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","600,000","-475,383,000"
44,NormalizedIncome,"-429,669,526","-422,574,512","-159,625,625","31,406,400","-327,829,366","-218,596,632","152,564,160","185,863,544","278,179,220","319,252,808","103,525,561.718","-34,240,612.162","353,117,400.359","400,508,276.846","680,387,801.244","387,950,872.547","107,537,464.554","52,776,676.384","5,071,200","172,022,211.711","23,582,712.143","-9,303,731.343","-1,260,000","20,424,000","4,960,000","1,540,000","2,080,000","1,317,647.059","60,000","-443,020,550.929"
45,InterestIncome,"1,254,000","6,013,000","5,597,000","1,866,000","327,000","964,000","979,000","918,000","554,000","187,000","1,674,000","381,000","1,555,000",,,,,,,,,,,,,,,,,"736,000"
46,InterestExpense,"40,770,000","75,204,000","51,578,000","37,472,000","40,366,000","36,475,000","29,825,000","28,359,000","22,750,000","15,652,000","12,772,000","4,148,000","639,000",,,,,,,,,,,,,,,,,"39,555,000"
47,NetInterestIncome,"-39,516,000","-69,191,000","-45,981,000","-35,606,000","-40,039,000","-35,511,000","-28,846,000","-27,441,000","-22,196,000","-15,465,000","-11,098,000","-3,767,000","916,000",,,,,,,,,,,,,,,,,"-38,819,000"
48,EBIT,"-890,248,000","-455,174,000","-315,830,000","-290,329,000","-455,830,000","-405,974,000","284,108,000","324,800,000","498,423,000","526,370,000","203,526,000","-47,407,000","543,587,000","670,276,000","1,039,164,000","581,296,000","171,214,000","84,738,000","8,098,000","280,317,000","41,723,000","-10,200,000","2,700,000","33,400,000","4,700,000","2,300,000","1,900,000","1,600,000","400,000","-513,954,000"
49,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,041,000"
50,ReconciledCostOfRevenue,"1,472,833,000","2,777,570,000","3,318,805,000","2,500,881,000","1,317,210,000","2,097,128,000","2,834,801,000","2,323,375,000","2,194,286,000","1,543,791,000","897,798,000","476,497,000","1,310,590,000","1,188,039,000","1,243,502,000","936,540,000","677,689,000","567,640,000","398,765,000","592,893,000","221,651,000","126,200,000","146,500,000","131,300,000","62,600,000","35,000,000","27,200,000","18,200,000","17,700,000","1,295,041,000"
51,ReconciledDepreciation,"670,910,000","1,003,873,000","916,318,000","783,341,000","668,434,000","864,759,000","718,730,000","597,469,000","526,614,000","437,279,000","333,493,000","289,847,000","268,431,000","249,206,000","196,370,000","159,218,000","120,617,000","97,998,000","91,216,000","86,159,000","33,133,000","28,200,000","28,100,000","17,500,000","10,000,000","5,300,000","2,900,000","2,300,000","1,800,000","636,995,000"
52,NetIncomeFromContinuingOperationNetMinorityInterest,"-803,692,000","-425,703,000","-321,421,000","5,910,000","-318,634,000","-294,486,000","162,664,000","188,009,000","299,477,000","322,780,000","117,898,000","-33,960,000","347,069,000","438,639,000","672,567,000","372,740,000","108,733,000","55,795,000","2,169,000","164,162,000","23,754,000","-9,100,000","-300,000","22,200,000","4,300,000","1,900,000","2,500,000","1,600,000","600,000","-475,383,000"
53,TotalUnusualItemsExcludingGoodwill,"-433,398,000","-3,896,000","-184,909,000","-42,494,000","14,323,000","-113,948,000","15,781,000","3,384,000","33,806,000","5,581,000","23,254,000","426,000","-9,462,000","58,313,000","-12,138,000","-23,863,000","1,890,000","4,769,000","-4,837,000","-12,760,000","274,000","300,000","1,600,000","2,800,000","-1,100,000","600,000","700,000","300,000","900,000","-37,681,000"
54,TotalUnusualItems,"-433,398,000","-3,896,000","-184,909,000","-42,494,000","14,323,000","-113,948,000","15,781,000","3,384,000","33,806,000","5,581,000","23,254,000","426,000","-9,462,000","58,313,000","-12,138,000","-23,863,000","1,890,000","4,769,000","-4,837,000","-12,760,000","274,000","300,000","1,600,000","2,800,000","-1,100,000","600,000","700,000","300,000","900,000","-37,681,000"
55,NormalizedEBITDA,"214,060,000","552,595,000","785,397,000","535,506,000","198,281,000","572,733,000","987,057,000","918,885,000","991,231,000","958,068,000","513,765,000","242,014,000","821,480,000","861,169,000","1,247,672,000","764,377,000","289,941,000","177,967,000","104,151,000","379,236,000","74,582,000","17,700,000","29,200,000","48,100,000","15,800,000","7,000,000","4,100,000","3,600,000","1,300,000","160,722,000"
56,TaxRateForCalcs,0.137,0.197,0.125,0.4,0.358,0.334,0.36,0.366,0.37,0.368,0.382,0.341,0.361,0.346,0.356,0.363,0.367,0.367,0.4,0.384,0.375,0.321,0.4,0.366,0.4,0.4,0.4,0.059,0.4,0.141
57,TaxEffectOfUnusualItems,"-59,375,526","-767,512","-23,113,625","-16,997,600","5,127,634","-38,058,632","5,681,160","1,238,544","12,508,220","2,053,808","8,881,561.718","145,387.838","-3,413,599.641","20,182,276.846","-4,317,198.756","-8,652,127.453","694,464.554","1,750,676.384","-1,934,800","-4,899,788.289","102,712.143","96,268.657","640,000","1,024,000","-440,000","240,000","280,000","17,647.059","360,000","-5,318,550.929"
