,name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
17,NetNonOperatingInterestIncomeExpense,"471,000,000","417,000,000","391,000,000","-298,673,995","-266,752,022","82,190,500","92,515,614","143,024,777","165,799,964","106,002,655","37,585,865","17,392,472","31,100,097",,,,,,,,
18,"	InterestIncomeNonOperating","2,187,000,000","2,094,000,000","1,899,000,000","987,610,015","567,144,610","445,767,036","304,583,544","200,068,533","165,799,964","106,002,655","37,585,865","17,392,472","31,100,097",,,,,,,,
19,"	InterestExpenseNonOperating","1,716,000,000","1,677,000,000","1,508,000,000","1,286,284,010","731,922,838","302,425,829","162,354,675","57,043,756",,,,,,,,,,,,,
20,"	TotalOtherFinanceCost",,,,,"101,973,794","61,150,707","49,713,255",,,,,,,,,,,,,,
21,OtherIncomeExpense,"-273,000,000","3,630,000,000","-1,075,000,000","878,998,137","75,125,507","2,542,130,537","193,719,690","163,122,374","130,287,943","117,623,725","99,125,516","60,801,280","54,944,595","35,347,930.68","11,204,321.32","22,938,428.20","4,469,977.49","5,667,618.84","-298,043.99",,"675,000"
22,"	GainOnSaleOfSecurity","-1,254,000,000","2,274,000,000","-1,876,000,000","1,929,635,767","-219,366,201","12,638,982","-18,423,300","37,131,428","-9,781,057",,,,,,,,,,,,
23,"	EarningsFromEquityInterest",,,,,,,,"592,742",,,,,,,,,,"573,526.79","-397,877.64",,
24,"	SpecialIncomeCharges","186,000,000","594,000,000","186,000,000","-1,366,961,903","-47,734,882","2,294,451,702","67,974,993","-11,946,443","44,432,052","117,623,725","99,125,516","60,801,280","54,944,595","35,347,930.68","11,204,321.32","22,938,428.20","4,469,977.49","5,094,092.05","99,833.65",,
25,"		WriteOff","905,000,000","-398,000,000","61,000,000","1,378,374,290","47,986,882",,"33,000,000",,,,,,,,,,,,,,
26,"		OtherSpecialCharges",,,,,,,,"-137,937,389",,,,,,,,,,,,,
27,"		GainOnSaleOfBusiness","1,091,000,000","196,000,000","247,000,000","11,412,387","252,000","2,294,451,702","100,974,993",0,"44,432,052",,,,,,,,,,,,
28,"		GainOnSaleOfPPE",,,,,,,0,"-11,946,443",,,,,,,,,,,,,
29,"	OtherNonOperatingIncomeExpenses","795,000,000","762,000,000","615,000,000","316,324,273","342,226,590","235,039,853","144,167,997","137,937,389","95,636,948",,,,,,,,,,,,
30,PretaxIncome,"-1,225,000,000","9,087,000,000","1,921,000,000","3,506,494,686","-1,760,105,001","3,005,363,982","135,438,160","1,144,588,835","950,693,719","1,289,620,550","1,190,836,668","765,559,974","547,251,568","456,981,172.07","281,823,701.33","255,196,327.20","145,682,451.58","63,580,124.12","24,239,021.21","-17,603,000","-31,065,000"
31,TaxProvision,"355,000,000","1,742,000,000","793,000,000","1,280,523,340","478,009,033","470,188,423","130,821,156","293,740,322","294,525,956","262,186,225","205,016,961","131,658,085","102,913,404","58,089,316.79","41,242,115.94","30,589,902.14","12,517,125.71","10,251,197.38","10,043,811.02","-2,342,000","-7,088,000"
32,EarningsFromEquityInterestNetOfTax,"-1,689,000,000","-347,000,000","-32,000,000","-65,116,066","601,883,179","-135,780,312","87,005,341","55,554,072","34,343,000","57,525,830","66,171,992","32,869,419",,,,,,,,,
33,NetIncomeCommonStockholders,"-3,247,000,000","7,011,000,000","1,112,000,000","2,142,011,537","-1,430,703,195","2,507,655,884","242,739,781","998,319,684","714,405,864","1,076,414,897","1,048,069,740","658,973,622","444,107,873","398,895,873.08","240,360,401.51","224,337,521.00","133,126,360.62","3,283,337.80","-19,063,573.88","-29,577,000","-26,173,000"
34,"	NetIncome","-3,247,000,000","7,011,000,000","1,112,000,000","2,142,011,537","-1,430,703,195","2,507,655,884","242,739,781","998,319,684","714,405,864","1,076,414,897","1,048,069,740","658,973,622","444,107,873","398,895,873.08","240,360,401.51","224,337,521.00","133,126,360.62","53,822,941.90","14,195,210.19","-15,261,000","-23,977,000"
35,"		NetIncomeIncludingNoncontrollingInterests","-3,269,000,000","6,998,000,000","1,096,000,000","2,160,855,280","-1,636,230,855","2,399,395,247","91,622,345","906,402,585","690,510,763","1,084,960,155","1,051,991,699","666,771,308","444,338,164","398,891,855.28","240,581,585.40","224,606,425.07","133,165,325.87","53,902,453.53","14,124,200.82","-15,261,000","-23,977,000"
36,"			NetIncomeContinuousOperations","-3,269,000,000","6,998,000,000","1,096,000,000","2,160,855,280","-1,636,230,855","2,399,395,247","91,622,345","906,402,585","690,510,763","1,084,960,155","1,051,991,699","666,771,308","444,338,164","398,895,873.08","240,360,401.51","224,337,521.00","133,126,360.62","53,822,941.90","14,195,210.19","-15,261,000","-23,977,000"
37,"		MinorityInterests","22,000,000","13,000,000","16,000,000","-18,843,743","205,527,660","108,260,637","151,117,436","91,917,099","23,895,101","-8,545,258","-3,921,959","-7,797,686","-230,291","4,017.79","-221,183.89","-268,904.07","-38,965.25","-79,511.63","71,009.37",0,0
38,"	PreferredStockDividends",,,,,,,,,,,,,,,,,,"50,539,604.10","33,258,784.07",,0
39,"	OtherunderPreferredStockDividend",,,,,,,,,,,,,,,,,,,,"14,316,000","2,196,000"
40,AverageDilutionEarnings,,"373,000,000",0,"52,229,311",0,"185,589,773",0,"15,496,021","4,617,398",,,,,,,,,,,,
41,DilutedNIAvailtoComStockholders,"-3,247,000,000","7,384,000,000","1,112,000,000","2,194,240,848","-1,430,703,195","2,693,245,657","242,739,781","1,013,815,705","719,023,262","1,076,414,897","1,048,069,740","658,973,622","444,107,873","398,895,873.08","240,360,401.51","224,337,521.00","133,126,360.62","3,283,337.80","-19,063,573.88","-29,577,000","-26,173,000"
42,BasicEPS,,12.348,2.031,4.039,-3.023,8.293,0.885,3.793,2.609,3.74,3.703,2.453,1.665,1.513,0.929,0.883,0.541,0.039,-0.124,-0.408,-0.379
43,DilutedEPS,,11.503,1.959,3.821,-3.023,7.106,0.794,3.329,2.49,3.538,3.486,2.336,1.613,1.459,0.903,0.864,0.529,0.029,-0.124,-0.408,-0.379
44,BasicAverageShares,,"567,871,968","547,227,408","530,406,464","473,332,656","302,381,584","274,313,360","263,244,808","273,894,088","287,816,504","283,083,608","268,738,672","266,822,760","263,419,632","258,743,984","254,099,352","245,699,728","84,847,656","152,331,168","72,581,595","69,103,630"
45,DilutedAverageShares,,"641,952,112","567,396,984","574,207,144","473,332,656","379,001,984","305,662,864","304,558,728","288,726,280","304,247,792","300,616,448","282,002,680","275,396,392","272,971,120","266,145,760","259,529,048","252,037,616","114,844,360","152,331,168","72,581,595","69,103,630"
46,TotalOperatingIncomeAsReported,"-1,423,000,000","5,040,000,000","2,605,000,000","2,926,170,544","-1,568,478,486","381,042,945","-150,797,144","838,441,684","654,605,812","1,065,994,170","1,054,125,287","687,366,222","461,206,876","40,490,568.20","255,000,121.99","219,592,063.03","135,669,946.38","58,085,402.72","23,272,886.50","-19,652,000","-31,740,000"
47,TotalExpenses,"19,739,000,000","30,626,000,000","28,360,000,000","23,853,460,474","20,796,918,300","10,516,525,116","7,497,715,513","4,548,303,858","3,504,185,437","2,432,090,458","1,827,108,210","1,300,640,736","1,020,797,756","1,160,343,319.47","524,291,806.08","301,845,777.19","198,150,301.71","115,091,458.85","76,787,610.81","63,636,000","38,193,000"
48,NetIncomeFromContinuingAndDiscontinuedOperation,"-3,247,000,000","7,011,000,000","1,112,000,000","2,142,011,537","-1,430,703,195","2,507,655,884","242,739,781","998,319,684","714,405,864","1,076,414,897","1,048,069,740","658,973,622","444,107,873","398,895,873.08","240,360,401.51","224,337,521.00","133,126,360.62","53,822,941.90","14,195,210.19","-15,261,000","-23,977,000"
49,NormalizedIncome,"-2,446,000,000","4,687,920,000","2,379,500,000","1,787,527,002.68","-1,230,377,382.75","569,699,709.44","205,576,011.25","979,682,795.10","690,496,677.45","982,704,656.03","966,009,882.62","608,628,714.28","399,495,884.86","368,041,206.60","230,795,721.98","204,148,678.90","129,040,446.34","49,550,184.24","14,135,310.01","-15,261,000","-23,977,000"
50,InterestIncome,"2,187,000,000","2,094,000,000","1,899,000,000","987,610,015","567,144,610","445,767,036","304,583,544","200,068,533","165,799,964","106,002,655","37,585,865","17,392,472","31,100,097",,"15,619,258.02","12,665,835.98",,"400,629.35",,,
51,InterestExpense,"1,716,000,000","1,677,000,000","1,508,000,000","1,286,284,010","731,922,838","302,425,829","162,354,675","57,043,756",,,,,,,,,,,,,
52,NetInterestIncome,"471,000,000","417,000,000","391,000,000","-298,673,995","-266,752,022","82,190,500","92,515,614","143,024,777","165,799,964","106,002,655","37,585,865","17,392,472","31,100,097",,"15,619,258.02","12,665,835.98",,"400,629.35",,,
53,EBIT,"491,000,000","10,764,000,000","3,429,000,000","4,792,778,696","-1,028,182,163","3,307,789,811","297,792,835","1,201,632,591","654,605,812","1,065,994,170","1,054,125,287","821,921,240","567,541,040","128,784,316.15","309,029,490.73","219,592,063.03","135,669,946.38","58,085,402.72","23,272,886.50","-19,652,000","-31,740,000"
54,EBITDA,,,,,,,,,,,,,,,,,,,,,
55,ReconciledCostOfRevenue,"4,031,000,000","7,372,000,000","6,324,000,000","4,678,209,103","4,729,750,192","3,043,439,819","2,100,606,413","1,386,767,067","1,037,791,093","805,129,784","625,261,342","450,602,773","326,610,463","236,565,446.15","153,002,357.86","88,663,556.46","42,194,376.25","20,525,391.47","10,440,869.13","7,940,000","1,950,000"
56,ReconciledDepreciation,"1,566,000,000","1,450,000,000","982,000,000","883,201,662","718,835,720","316,214,010","182,121,001","121,040,782","99,001,189","89,876,523","9,742,475","8,135,635","2,625,968","26,316,543.40","14,202,241.74","8,836,623.37","6,773,828.03","5,521,385.32","3,587,049.35",,
57,NetIncomeFromContinuingOperationNetMinorityInterest,"-3,247,000,000","7,011,000,000","1,112,000,000","2,142,011,537","-1,430,703,195","2,507,655,884","242,739,781","998,319,684","714,405,864","1,076,414,897","1,048,069,740","658,973,622","444,107,873","398,895,873.08","240,360,401.51","224,337,521.00","133,126,360.62","53,822,941.90","14,195,210.19","-15,261,000","-23,977,000"
58,TotalUnusualItemsExcludingGoodwill,"-1,068,000,000","2,868,000,000","-1,690,000,000","562,673,864","-267,101,083","2,307,090,684","49,551,693","25,184,985","34,650,995","117,623,725","99,125,516","60,801,280","54,944,595","35,347,930.68","11,204,321.32","22,938,428.20","4,469,977.49","5,094,092.05","99,833.65",,
59,TotalUnusualItems,"-1,068,000,000","2,868,000,000","-1,690,000,000","562,673,864","-267,101,083","2,307,090,684","49,551,693","25,184,985","34,650,995","117,623,725","99,125,516","60,801,280","54,944,595","35,347,930.68","11,204,321.32","22,938,428.20","4,469,977.49","5,094,092.05","99,833.65",,
60,NormalizedEBITDA,"3,125,000,000","9,346,000,000","6,101,000,000","5,113,306,494","-42,245,360","1,316,913,137","430,362,143","1,297,488,388","718,956,006","1,038,246,968","964,742,246","769,255,595","515,222,413","119,752,928.86","312,027,411.15","205,490,258.19","137,973,796.91","58,512,695.99","26,760,102.20","-19,652,000","-31,740,000"
61,TaxRateForCalcs,0.25,0.19,0.25,0.37,0.25,0.16,0.25,0.26,0.31,0.203,0.172,0.172,0.188,0.127,0.146,0.12,0.086,0.161,0.4,0.133,0.228
62,TaxEffectOfUnusualItems,"-267,000,000","544,920,000","-422,500,000","208,189,329.68","-66,775,270.75","369,134,509.44","12,387,923.25","6,548,096.10","10,741,808.45","23,913,484.03","17,065,658.62","10,456,372.28","10,332,606.86","4,493,264.21","1,639,641.79","2,749,586.10","384,063.21","821,334.40","39,933.46",0,0
,,,,,,,,,,,,,,,,,,,,,,
1,ROA1,-0.017341,0.035025,0.005984,0.013218,-0.009907,0.021101,0.007758,0.047954,0.061219,0.110272,0.129133,0.158531,0.173441,0.187451,0.165694,0.216474,0.179726,0.096578,0.145942,-0.140106,-0.203385
2,ROA2,-0.016762257,0.036326519,0.006393037,0.013978953,-0.010869272,0.033405679,0.009316546,0.061457323,0.066669747,0.120420253,0.17079326,0.196201173,0.189443058,0.222932696,0.193297385,0.252484104,0.205122085,0.164453058,0.137689657,-0.13456782,#REF!
3,ROE,-0.031969,0.066327,0.012532,0.024771,-0.018945,0.039376,0.02339,0.114354,0.108492,0.150652,0.169319,0.220635,0.229978,0.274464,0.233927,0.292907,0.22115,0.109092,-0.347871,1.220197,-1.712643
4,ROC,-0.022968,0.052159,0.008296,0.018327,-0.013326,0.036313,0.014752,0.094895,0.132465,0.310571,0.340996,0.540224,0.384151,0.503355,0.383392,0.427193,0.260334,0.107937,#DIV/0!,#DIV/0!,#DIV/0!
5,OperatingMargin,-0.077692,0.141311,0.084127,0.109269,-0.081571,0.034966,-0.020525,0.155649,0.157403,0.304737,0.365859,0.387231,0.357317,0.0999,0.370841,0.421128,0.406416,0.335411,0.232588,-0.446799,-4.918642
6,NetMargin,-0.177277,0.196574,0.035912,0.079987,-0.074406,0.230112,0.03304,0.185329,0.171782,0.307716,0.363757,0.310461,0.279605,0.309431,0.288437,0.430229,0.398797,0.310798,0.141866,-0.346967,-3.715636
7,CurrentRatio,0.993867,0.982264,1.154251,1.404813,1.515478,1.205987,1.343066,2.25592,1.954715,2.491586,2.430173,1.990689,2.605766,2.302897,2.502028,3.149354,4.835292,7.966433,4.545074,0,0
8,QuickRatio,0.993867,0.982264,1.154251,1.404813,1.515478,1.205987,1.343066,2.25592,1.954715,2.491586,2.430173,1.990689,2.605766,2.302897,2.502028,3.149354,4.835292,7.966433,4.545074,0,0
9,D/Eratio,0.683778,0.607578,0.814297,0.638293,0.631085,0.817674,2.408123,1.573146,0.412465,0,0,0,0.194679,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
10,EPS,-5.211375,11.379199,1.929164,3.796289,-2.653274,6.126128,0.788726,3.318411,2.431941,3.727993,3.650777,2.418788,1.658702,1.502152,0.920223,0.87529,0.527191,0.221276,0.058359,-0.062741,-0.098574
