name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988
"	TotalNonCurrentAssets","16,268,600,000","15,580,300,000","15,882,200,000","14,016,900,000","13,783,000,000","13,267,700,000","12,918,800,000","11,205,500,000","10,109,300,000","9,102,000,000","7,732,900,000","7,368,400,000","7,010,300,000","7,208,100,000","7,140,200,000","6,712,100,000","3,031,100,000","2,937,100,000","3,095,700,000","3,668,700,000","4,268,000,000","4,974,300,000","3,611,700,000","2,597,200,000","2,518,600,000","2,188,800,000","2,244,300,000","1,622,200,000","1,512,200,000","1,443,700,000","1,339,200,000","1,283,400,000","1,095,200,000"
"		NetPPE","12,027,400,000","11,882,100,000","11,746,500,000","9,711,700,000","9,198,500,000","8,721,000,000","9,313,900,000","8,486,800,000","7,545,900,000","6,635,900,000","5,465,600,000","4,899,300,000","4,648,000,000","4,449,400,000","4,416,600,000","4,121,400,000","2,357,800,000","2,300,700,000","2,308,600,000","2,345,800,000","3,250,700,000","3,697,400,000","2,506,000,000","2,409,200,000","2,351,300,000","1,868,200,000","1,927,400,000","1,326,500,000","1,266,800,000","1,220,900,000","1,144,100,000","1,144,100,000","780,000,000"
"			GrossPPE","20,134,200,000","19,174,100,000","18,681,000,000","15,985,800,000","14,917,200,000","13,759,900,000","13,947,300,000","12,247,600,000","10,830,100,000","9,611,700,000","8,008,500,000","7,102,800,000","6,641,900,000","6,079,000,000","5,725,400,000","5,119,700,000","4,684,400,000","4,424,500,000","4,332,600,000","4,323,700,000","5,228,600,000","5,917,400,000","4,462,100,000","4,337,200,000","4,123,600,000","3,455,200,000","3,394,100,000","2,422,000,000","2,322,400,000","2,358,300,000","2,203,300,000","2,142,500,000","1,718,600,000"
"				Properties","5,035,200,000","4,979,200,000","4,478,200,000","3,540,400,000","3,413,200,000","3,329,700,000","3,515,500,000","2,886,700,000","2,791,000,000","2,861,000,000","2,592,800,000","2,528,700,000",0,0,0,0,0,0,0,,,,,,,,,,,,,,
"				LandAndImprovements","325,700,000","340,300,000","321,500,000","245,900,000","237,300,000","222,300,000","233,700,000","188,700,000","187,700,000","176,400,000","165,100,000","172,600,000","2,651,900,000","1,981,400,000","2,436,000,000","160,900,000","95,600,000","97,600,000","865,400,000",,,,,,,,,,,,,,
"				BuildingsAndImprovements","3,306,200,000","3,108,700,000","2,760,900,000","2,473,000,000","2,302,800,000","2,100,500,000","2,242,000,000","1,959,300,000","1,456,000,000","1,083,800,000","861,600,000","747,000,000","783,500,000","1,247,500,000","780,600,000","736,800,000","577,600,000","529,100,000","526,100,000",,,,,,,,,,,,,,
"				MachineryFurnitureEquipment","9,846,900,000","9,294,100,000","8,955,700,000","7,933,500,000","7,226,300,000","6,632,700,000","6,660,600,000","5,793,700,000","4,872,600,000","4,266,100,000","3,598,300,000","3,134,500,000","2,926,700,000","2,586,200,000","2,276,200,000","2,145,500,000","3,010,700,000","2,907,800,000","2,858,500,000",,,,,,,,,,,,,,
"				OtherProperties","173,100,000","192,100,000",,,,,,,,,,,,,,"1,856,000,000","911,800,000","820,200,000",,,,,,,,,,,,,,,
"				ConstructionInProgress","1,447,100,000","1,259,700,000","2,164,700,000","1,793,000,000","1,737,600,000","1,474,700,000","1,295,500,000","1,419,200,000","1,522,800,000","1,224,400,000","790,700,000","520,000,000","279,800,000","263,900,000","232,600,000","220,500,000","88,700,000","69,800,000","82,600,000",,,,,,,,,,,,,,
"			AccumulatedDepreciation","-8,106,800,000","-7,292,000,000","-6,934,500,000","-6,274,100,000","-5,718,700,000","-5,038,900,000","-4,633,400,000","-3,760,800,000","-3,284,200,000","-2,975,800,000","-2,542,900,000","-2,203,500,000","-1,993,900,000","-1,629,600,000","-1,308,800,000","-998,300,000","-2,326,600,000","-2,123,800,000","-2,024,000,000","-1,977,900,000","-1,977,900,000","-2,220,000,000","-1,956,100,000","-1,928,000,000","-1,772,300,000","-1,587,000,000","-1,466,700,000","-1,095,500,000","-1,055,600,000","-1,137,400,000","-1,059,200,000","-998,400,000","-938,600,000"
"		GoodwillAndOtherIntangibleAssets","1,173,000,000","1,156,900,000","1,707,500,000","1,693,600,000","1,630,900,000","1,595,300,000","1,806,500,000","1,844,600,000","1,844,400,000","1,829,800,000","1,763,200,000","1,734,100,000","1,875,200,000","2,283,800,000","2,347,100,000","2,160,300,000","289,000,000","319,000,000","319,000,000",,,,,,,,,,,,,,
"			Goodwill","1,173,000,000","1,156,900,000","1,707,500,000","1,693,600,000","1,630,900,000","1,595,300,000","1,806,500,000","1,844,600,000","1,844,400,000","1,829,800,000","1,763,200,000","1,734,100,000","1,875,200,000","2,283,800,000","2,347,100,000",,,"319,000,000",,,,,,,,,,,,,,,
"			OtherIntangibleAssets",,,,,,,,,,,,,,,,"2,160,300,000","289,000,000",,"319,000,000",,,,,,,,,,,,,,
"		InvestmentsAndAdvances","673,100,000","763,600,000","826,600,000","1,089,500,000","1,063,100,000","980,500,000","849,800,000","431,500,000","454,200,000","434,300,000","54,700,000","357,800,000",,,,,,,,,,,,,,,,,,,,,
"			LongTermEquityInvestment","673,100,000","763,600,000","826,600,000","1,089,500,000","1,063,100,000","980,500,000","849,800,000","431,500,000","454,200,000",,,,,,,,,,,,,,,,,,,,,,,,
"			InvestmentinFinancialAssets",,"691,700,000","632,300,000","628,000,000","611,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentAccountsReceivable","52,600,000","81,600,000","91,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentDeferredAssets","1,179,400,000","515,400,000","343,800,000","254,600,000","836,400,000","691,900,000","394,400,000","212,700,000","50,600,000","6,500,000","305,900,000","262,300,000","10,100,000",,,,,,,,,,,,,,,,,,,,
"			NonCurrentDeferredTaxesAssets","1,179,400,000","515,400,000","343,800,000","254,600,000","836,400,000","691,900,000","394,400,000","212,700,000","50,600,000","6,500,000","305,900,000","262,300,000","10,100,000",,,,,,,,,,,,,,,,,,,,
"		OtherNonCurrentAssets","1,163,100,000","1,180,700,000","1,166,100,000","1,267,500,000","1,054,100,000","1,279,000,000","554,200,000","229,900,000","214,200,000","195,500,000","143,500,000","114,900,000","477,000,000","474,900,000","376,500,000","430,400,000","384,300,000","317,400,000","468,100,000","1,322,900,000","1,017,300,000","1,276,900,000","1,105,700,000","188,000,000","167,300,000","320,600,000","316,900,000","295,700,000","245,400,000","222,800,000","195,100,000","139,300,000","315,200,000"
TotalLiabilitiesNetMinorityInterest,"10,034,600,000","9,930,900,000","9,514,500,000","8,994,300,000","7,218,200,000","7,847,400,000","7,562,400,000","4,643,100,000","4,691,000,000","4,125,000,000","3,959,300,000","4,161,000,000","5,065,200,000","4,957,400,000","5,169,400,000","5,208,700,000","3,144,100,000","3,245,400,000","3,708,200,000","3,586,200,000","4,115,800,000","4,596,500,000","2,738,200,000","1,834,400,000","1,770,800,000","1,450,400,000","1,545,200,000","1,625,200,000","1,162,600,000","1,040,700,000","765,000,000","912,600,000","996,000,000"
"	CurrentLiabilities","3,146,500,000","2,591,700,000","2,483,700,000","2,031,100,000","1,476,800,000","2,048,300,000","1,600,400,000","1,764,900,000","1,917,700,000","1,928,500,000","1,303,900,000","1,621,800,000","2,186,100,000","1,629,700,000","1,126,100,000","1,107,300,000","454,000,000","451,500,000","773,200,000","630,500,000","490,900,000","905,100,000","673,100,000","421,800,000","366,400,000","252,000,000","209,400,000","238,300,000","185,600,000","247,500,000","211,600,000","270,300,000","231,400,000"
"		PayablesAndAccruedExpenses","2,100,400,000","2,014,500,000","2,110,100,000","1,443,000,000","1,190,300,000","1,766,700,000","1,352,700,000","1,281,400,000","1,282,700,000","1,334,600,000","633,400,000","1,421,000,000","1,939,900,000","1,051,700,000","904,000,000","879,000,000","428,600,000","345,300,000","392,400,000","201,300,000","200,900,000","255,900,000","253,300,000","243,000,000","193,500,000","106,000,000","110,300,000","75,900,000","73,300,000",,,,
"			Payables","1,512,600,000","1,474,900,000","1,431,000,000","939,200,000","702,400,000","1,032,900,000","846,000,000","844,200,000","990,900,000","1,073,700,000","630,400,000","711,200,000","1,022,100,000","433,500,000","420,200,000","462,700,000","185,700,000","154,800,000","150,300,000","201,300,000","200,900,000","255,900,000","253,300,000","243,000,000","193,500,000","106,000,000","110,300,000","75,900,000","73,300,000",,,,
"				AccountsPayable","769,100,000","680,400,000","780,900,000","540,900,000","471,800,000","520,600,000","797,300,000","763,100,000","912,400,000","941,100,000","552,500,000","383,600,000","1,022,100,000","433,500,000","420,200,000","462,700,000","185,700,000","154,800,000","150,300,000","201,300,000","200,900,000","255,900,000","253,300,000","243,000,000","193,500,000","106,000,000","110,300,000","75,900,000","73,300,000",,,,
"				TotalTaxPayable","83,100,000","33,900,000","65,500,000",,,"30,600,000","48,700,000","81,100,000","78,500,000","132,600,000","63,700,000","327,600,000",,,,,,,,,,,,,,,,,,,,,
"					IncomeTaxPayable","83,100,000","33,900,000","65,500,000",,,"5,700,000","18,800,000",,,,,"327,600,000",,,,,,,,,,,,,,,,,,,,,
"				DividendsPayable","20,400,000","20,000,000","11,800,000","12,100,000","101,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				DuetoRelatedPartiesCurrent",,,,,,,,,,,"14,200,000",,,,,,,,,,,,,,,,,,,,,,
"				OtherPayable","640,000,000","740,600,000","572,800,000","386,200,000","128,800,000","481,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentAccruedExpenses","587,800,000","539,600,000","679,100,000","503,800,000","487,900,000","733,800,000","506,700,000","437,200,000","291,800,000","260,900,000","3,000,000","709,800,000","917,800,000","618,200,000","483,800,000","416,300,000","242,900,000","190,500,000","242,100,000",,,,,,,,,,,,,,
"		CurrentProvisions","190,200,000","154,400,000","136,300,000","98,100,000","102,000,000","91,900,000","87,900,000","83,500,000","87,000,000","90,600,000","83,100,000",,,,,,,,,,,,,,,,,,,,,,
"		PensionandOtherPostRetirementBenefitPlansCurrent",,,,,,,,,"119,600,000","116,300,000","96,200,000",,,,,,,,,,,,,,,,,,,,,,
"		CurrentDebtAndCapitalLeaseObligation","568,300,000","155,900,000","37,500,000","349,600,000","38,900,000","68,500,000","54,500,000","69,600,000","43,000,000","71,600,000","98,300,000","136,000,000","176,400,000","542,400,000","222,100,000","204,900,000","25,400,000","106,200,000","75,400,000","217,500,000","29,900,000","408,300,000","188,900,000","40,500,000","27,800,000","8,800,000","1,100,000","33,300,000","12,200,000","22,900,000","21,500,000","60,300,000","46,000,000"
"			CurrentDebt","504,300,000","88,800,000","37,500,000","349,600,000","38,900,000","68,500,000","54,500,000","69,600,000","43,000,000","71,600,000","98,300,000","136,000,000","176,400,000","542,400,000","222,100,000","204,900,000","25,400,000","106,200,000","75,400,000","217,500,000","29,900,000","408,300,000","188,900,000","40,500,000","27,800,000","8,800,000","1,100,000","33,300,000","12,200,000","22,900,000","21,500,000","60,300,000","46,000,000"
"				OtherCurrentBorrowings","504,300,000","88,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentCapitalLeaseObligation","64,000,000","67,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		CurrentDeferredLiabilities","287,600,000","266,900,000","199,800,000","140,400,000","145,600,000","121,200,000","105,300,000","330,400,000","385,400,000","315,400,000","99,300,000","64,800,000","34,800,000","35,600,000",,,,,,,,,,,,,,,,,,,
"			CurrentDeferredTaxesLiabilities",,,,,,,"3,700,000","87,100,000","62,400,000","72,200,000","33,400,000","64,800,000","34,800,000","35,600,000",,,,,,,,,,,,,,,,,,,
"			CurrentDeferredRevenue","287,600,000","266,900,000","199,800,000","140,400,000","145,600,000","121,200,000","101,600,000","243,300,000","323,000,000","243,200,000","65,900,000",,,,,,,,,,,,,,,,,,,,,,
"		OtherCurrentLiabilities",,,,,,,,,,,"293,600,000",,"35,000,000",,,"23,400,000",,,"305,400,000","211,700,000","260,100,000","240,900,000","230,900,000","138,300,000","145,100,000","137,200,000","98,000,000","129,100,000","100,100,000","224,600,000","190,100,000","210,000,000","185,400,000"
"	TotalNonCurrentLiabilitiesNetMinorityInterest","6,888,100,000","7,339,200,000","7,030,800,000","6,963,200,000","5,741,400,000","5,799,100,000","5,962,000,000","2,878,200,000","2,773,300,000","2,196,500,000","2,655,400,000","2,539,200,000","2,879,100,000","3,327,700,000","4,043,300,000","4,101,400,000","2,690,100,000","2,793,900,000","2,935,000,000","2,955,700,000","3,624,900,000","3,691,400,000","2,065,100,000","1,412,600,000","1,404,400,000","1,198,400,000","1,335,800,000","1,386,900,000","977,000,000","793,200,000","553,400,000","642,300,000","764,600,000"
"		LongTermProvisions","1,203,700,000","1,160,800,000","1,023,800,000","761,200,000","747,900,000","749,700,000","771,600,000","575,000,000","513,300,000","482,500,000","442,800,000",,,,,,,,,,,,,,,,,,,,,,
"		LongTermDebtAndCapitalLeaseObligation","4,183,400,000","4,652,500,000","4,491,500,000","4,878,100,000","3,779,300,000","3,791,100,000","3,778,000,000","1,009,600,000","1,010,000,000","761,300,000","1,245,600,000","1,256,500,000","1,375,000,000","1,818,100,000","2,388,100,000","2,463,700,000","2,091,400,000","2,165,300,000","2,216,100,000","2,143,100,000","2,518,700,000","2,638,700,000","1,235,200,000","694,800,000","736,700,000","515,500,000","688,100,000","893,400,000","630,600,000","607,700,000","385,000,000","501,500,000","439,400,000"
"			LongTermDebt","4,073,800,000","4,525,500,000","4,491,500,000","4,878,100,000","3,779,300,000","3,791,100,000","3,778,000,000","1,009,600,000","1,010,000,000","761,300,000","1,245,600,000","1,256,500,000","1,375,000,000","1,818,100,000","2,388,100,000","2,463,700,000","2,091,400,000","2,165,300,000","2,216,100,000","2,143,100,000","2,518,700,000","2,638,700,000","1,235,200,000","694,800,000","736,700,000","515,500,000","688,100,000","893,400,000","630,600,000","607,700,000","385,000,000","501,500,000","439,400,000"
"			LongTermCapitalLeaseObligation","109,600,000","127,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentDeferredLiabilities","1,060,800,000","1,040,700,000","1,080,600,000","1,117,300,000","1,009,200,000","977,400,000","984,000,000","961,400,000","787,900,000","604,200,000","621,200,000","456,600,000","516,200,000","634,400,000","675,000,000","724,700,000","19,900,000","57,600,000","176,300,000","291,600,000","589,600,000","566,600,000","389,700,000","373,300,000","315,700,000","399,200,000","372,600,000","317,500,000","213,200,000","43,000,000","29,300,000","20,200,000","14,500,000"
"			NonCurrentDeferredTaxesLiabilities","1,060,800,000","1,040,700,000","1,080,600,000","1,117,300,000","1,009,200,000","977,400,000","984,000,000","961,400,000","787,900,000","580,100,000","583,400,000","456,600,000","516,200,000","634,400,000","675,000,000","724,700,000","19,900,000","57,600,000","176,300,000","291,600,000","589,600,000","566,600,000","389,700,000","373,300,000","315,700,000","399,200,000","372,600,000","317,500,000","213,200,000","43,000,000","29,300,000","20,200,000","14,500,000"
"			NonCurrentDeferredRevenue",,,,,,,,,,"24,100,000","37,800,000",,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentAccruedExpenses",,,,,,,,,,"84,600,000",,,,,,,,,,,,,,,,,,,,,,,
"		EmployeeBenefits","158,500,000","173,600,000","146,300,000","53,700,000","64,900,000","69,600,000","77,600,000","140,700,000","142,200,000","117,100,000","204,400,000",,,,,,,,,,,,,,,,,,,,,,
"			NonCurrentPensionAndOtherPostretirementBenefitPlans","158,500,000","173,600,000","146,300,000","53,700,000","64,900,000","69,600,000","77,600,000","140,700,000","142,200,000","117,100,000","204,400,000",,,,,,,,,,,,,,,,,,,,,,
"		OtherNonCurrentLiabilities","281,700,000","311,600,000","288,600,000","152,900,000","140,100,000","211,300,000","350,800,000","191,500,000","319,900,000","146,800,000","141,400,000","826,100,000","987,900,000","875,200,000","980,200,000","913,000,000","578,800,000","571,000,000","542,600,000","521,000,000","516,600,000","486,100,000","440,200,000","344,500,000","352,000,000","283,700,000","275,100,000","176,000,000","133,200,000","142,500,000","139,100,000","120,600,000","310,700,000"
TotalEquityGrossMinorityInterest,"9,755,200,000","9,367,600,000","10,604,700,000","9,639,100,000","9,622,500,000","9,565,000,000","10,720,600,000","13,442,900,000","11,999,400,000","11,661,900,000","8,748,400,000","8,515,200,000","6,754,600,000","4,206,200,000","3,551,200,000","3,235,300,000","526,600,000","391,700,000","540,700,000","675,400,000","1,080,100,000","1,860,400,000","1,935,700,000","1,777,200,000","1,666,000,000","1,242,800,000","1,233,100,000","430,400,000","615,400,000","698,600,000","819,700,000","765,300,000","476,100,000"
"	StockholdersEquity","9,581,400,000","9,185,500,000","10,397,300,000","9,617,500,000","9,584,600,000","9,531,800,000","10,703,100,000","13,425,400,000","11,983,100,000","11,641,600,000","8,722,200,000","8,493,000,000","6,731,200,000","4,183,900,000","3,530,800,000","3,213,500,000","526,600,000","391,700,000","540,700,000","675,400,000","1,080,100,000","1,860,400,000","1,935,700,000","1,339,900,000","1,156,300,000","762,900,000","655,000,000","430,400,000","615,400,000","698,600,000","819,700,000","765,300,000","476,100,000"
"		CapitalStock","3,800,000","3,800,000","3,800,000","3,500,000","3,500,000","3,500,000","3,700,000","4,300,000","4,300,000","4,500,000","4,500,000","4,400,000","4,400,000","4,400,000","3,900,000","3,900,000","133,400,000","1,306,000","125,200,000","125,200,000","125,200,000",,,,,,,,,,,,
"			PreferredStock",0,0,0,0,0,,0,0,0,0,0,0,,,,,"2,800,000",,,,,,,,,,,,,,,,
"			CommonStock","3,800,000","3,800,000","3,800,000","3,500,000","3,500,000","3,500,000","3,700,000","4,300,000","4,300,000","4,500,000","4,500,000","4,400,000","4,400,000","4,400,000","3,900,000","3,900,000","130,600,000","1,306,000","125,200,000","125,200,000","125,200,000",,,,,,,,,,,,
"		AdditionalPaidInCapital","872,800,000","858,400,000","985,900,000","44,500,000","29,900,000","6,400,000","4,200,000","1,491,300,000","1,459,500,000","2,596,300,000","2,523,000,000","2,483,800,000","2,450,800,000","2,318,000,000","2,244,800,000","2,166,200,000","1,871,700,000","1,743,900,000","1,680,900,000","1,692,200,000","1,698,100,000",,,,,,,,,,,,
"		RetainedEarnings","10,511,000,000","9,921,500,000","11,064,700,000","10,631,100,000","10,863,400,000","11,014,800,000","11,168,900,000","11,603,400,000","10,141,300,000","8,330,600,000","5,905,300,000","5,746,200,000","3,485,400,000","1,402,600,000","982,900,000","1,115,400,000","-1,132,200,000","-984,700,000","-865,300,000","-790,000,000","-411,100,000","400,600,000","446,200,000","522,100,000","359,100,000","99,600,000","-6,300,000","22,500,000","207,400,000","305,800,000","238,000,000","183,900,000","87,800,000"
"		TreasuryStock",,,,,,,,,,,,,,,,,"347,300,000","351,700,000","283,000,000","293,400,000","294,800,000",,,,,,,,,,,,
"		GainsLossesNotAffectingRetainedEarnings","-1,806,200,000","-1,598,200,000","-1,657,100,000","-1,061,600,000","-1,312,200,000","-1,492,900,000","-473,700,000","326,400,000","378,000,000","710,200,000","289,400,000","258,600,000","790,600,000","458,900,000","299,200,000","-72,000,000","1,000,000","-146,400,000","-117,100,000","-58,600,000","-37,300,000",,,,,,,,,,,,
"			ForeignCurrencyTranslationAdjustments",,,,,,,,,,,,,"766,800,000",,,,,,,,,,,,,,,,,,,,
"			OtherEquityAdjustments",,,,,,,,,,,,,"23,800,000",,,,,,,,,,,,,,,,,,,,
"		OtherEquityInterest",,,,,,,,,,,,,,,,,,"129,294,000",,,,"1,459,800,000","1,489,500,000","817,800,000","797,200,000","663,300,000","661,300,000","407,900,000","408,000,000","392,800,000","581,700,000","581,400,000","388,300,000"
"	MinorityInterest","173,800,000","182,100,000","207,400,000","21,600,000","37,900,000","33,200,000","17,500,000","17,500,000","16,300,000","20,300,000","26,200,000","22,200,000","23,400,000","22,300,000","20,400,000","21,800,000",,,,,,,,"437,300,000","509,700,000","479,900,000","578,100,000",,,,,,
TotalCapitalization,"13,655,200,000","13,711,000,000","14,888,800,000","14,495,600,000","13,363,900,000","13,322,900,000","14,481,100,000","14,435,000,000","12,993,100,000","12,402,900,000","9,967,800,000","9,749,500,000","8,106,200,000","6,002,000,000","5,918,900,000","5,677,200,000","2,618,000,000","2,557,000,000","2,756,800,000","2,818,500,000","3,598,800,000","4,499,100,000","3,170,900,000","2,034,700,000","1,893,000,000","1,278,400,000","1,343,100,000","1,323,800,000","1,246,000,000","1,306,300,000","1,204,700,000","1,266,800,000","915,500,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,"2,800,000",,,,,,,,,,,,,,,,
CommonStockEquity,"9,581,400,000","9,185,500,000","10,397,300,000","9,617,500,000","9,584,600,000","9,531,800,000","10,703,100,000","13,425,400,000","11,983,100,000","11,641,600,000","8,722,200,000","8,493,000,000","6,731,200,000","4,183,900,000","3,530,800,000","3,213,500,000","523,800,000","391,700,000","540,700,000","675,400,000","1,080,100,000","1,860,400,000","1,935,700,000","1,339,900,000","1,156,300,000","762,900,000","655,000,000","430,400,000","615,400,000","698,600,000","819,700,000","765,300,000","476,100,000"
CapitalLeaseObligations,"173,600,000","194,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"8,408,400,000","8,028,600,000","8,689,800,000","7,923,900,000","7,953,700,000","7,936,500,000","8,896,600,000","11,580,800,000","10,138,700,000","9,811,800,000","6,959,000,000","6,758,900,000","4,856,000,000","1,900,100,000","1,183,700,000","1,053,200,000","237,600,000","72,700,000","221,700,000","675,400,000","1,080,100,000","1,860,400,000","1,935,700,000","1,339,900,000","1,156,300,000","762,900,000","655,000,000","430,400,000","615,400,000","698,600,000","819,700,000","765,300,000","476,100,000"
WorkingCapital,"374,700,000","1,126,500,000","1,753,300,000","2,585,400,000","1,580,900,000","2,096,400,000","3,763,800,000","5,115,600,000","4,663,400,000","4,756,400,000","3,670,900,000","3,686,000,000","2,623,400,000","325,800,000","454,300,000","624,600,000","185,600,000","248,500,000","380,000,000","-37,600,000","437,000,000","577,500,000","389,100,000","592,600,000","551,800,000","252,400,000","324,600,000","195,100,000","80,200,000","48,100,000","33,900,000","124,200,000","145,500,000"
InvestedCapital,"14,159,500,000","13,799,800,000","14,926,300,000","14,845,200,000","13,402,800,000","13,391,400,000","14,535,600,000","14,504,600,000","13,036,100,000","12,474,500,000","10,066,100,000","9,885,500,000","8,282,600,000","6,544,400,000","6,141,000,000","5,882,100,000","2,640,600,000","2,663,200,000","2,832,200,000","3,036,000,000","3,628,700,000","4,907,400,000","3,359,800,000","2,075,200,000","1,920,800,000","1,287,200,000","1,344,200,000","1,357,100,000","1,258,200,000","1,329,200,000","1,226,200,000","1,327,100,000","961,500,000"
TangibleBookValue,"8,408,400,000","8,028,600,000","8,689,800,000","7,923,900,000","7,953,700,000","7,936,500,000","8,896,600,000","11,580,800,000","10,138,700,000","9,811,800,000","6,959,000,000","6,758,900,000","4,856,000,000","1,900,100,000","1,183,700,000","1,053,200,000","234,800,000","72,700,000","221,700,000","675,400,000","1,080,100,000","1,860,400,000","1,935,700,000","1,339,900,000","1,156,300,000","762,900,000","655,000,000","430,400,000","615,400,000","698,600,000","819,700,000","765,300,000","476,100,000"
TotalDebt,"4,751,700,000","4,808,400,000","4,529,000,000","5,227,700,000","3,818,200,000","3,859,600,000","3,832,500,000","1,079,200,000","1,053,000,000","832,900,000","1,343,900,000","1,392,500,000","1,551,400,000","2,360,500,000","2,610,200,000","2,668,600,000","2,116,800,000","2,271,500,000","2,291,500,000","2,360,600,000","2,548,600,000","3,047,000,000","1,424,100,000","735,300,000","764,500,000","524,300,000","689,200,000","926,700,000","642,800,000","630,600,000","406,500,000","561,800,000","485,400,000"
NetDebt,"4,004,100,000","4,095,200,000","3,681,300,000","3,074,200,000","3,145,100,000","2,583,300,000","1,457,900,000",,,,,,,"1,939,900,000","2,436,900,000","2,423,600,000","2,040,000,000","2,253,800,000","2,042,800,000","2,276,100,000","2,467,800,000","2,936,400,000","1,314,400,000","692,100,000","754,900,000","328,200,000","520,200,000","815,100,000","610,200,000","591,800,000","376,900,000","470,300,000","338,100,000"
ShareIssued,"389,974,041","389,646,939","389,242,360","388,998,498","388,187,398","387,697,547","387,163,829","437,855,551","437,508,839","458,611,188","445,439,994","444,513,300","441,830,731","441,322,712","437,310,048","384,630,330","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437"
OrdinarySharesNumber,"379,091,544","378,764,442","385,470,085","351,049,649","350,238,549","352,515,256","367,540,282","425,817,089","425,470,377","446,572,726","445,439,994","444,513,300","441,830,731","441,322,712","437,310,048","384,630,330","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437","383,540,437"
TreasurySharesNumber,"10,882,497","10,882,497","3,772,275","37,948,849","37,948,849","35,182,291","19,623,547","33,338,462","33,338,462","12,038,462",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA1,0.033658753,-0.055309998,0.02336077,-0.00575311,0.01768335,0.057453309,0.056259914,0.10442884,0.115647318,0.159283963,0.065086522,0.185402565,0.176212795,0.045800777,-0.01392106,0.019611559,-0.036886697,-0.030298864,-0.01565111,-0.08095551,-0.148828884,-0.001393858,0.013457712,0.053466608,0.041986732,0.042588742,-0.010366051,-0.081290134,-0.041957255,0.05507963,0.05212343,0.081828476,0.075877997
ROA2,0.03408181,-0.054158411,0.024256437,-0.006043846,0.017388207,0.05605204,0.056564657,0.108619639,0.118864561,0.176496599,0.065167291,0.191884389,0.198518829,0.046935284,-0.014145392,0.027338688,-0.037056296,-0.027948263,-0.015627754,-0.07295797,-0.132723466,-0.001617134,0.015183151,0.054792577,0.047079935,0.041926346,-0.011915844,-0.087176544,-0.042418901,0.057641396,0.050634463,0.087174603,0.075877997
Operating Margin,0.04755981,0.041229242,0.096826009,0.062852593,0.044535656,0.143761312,0.156893924,0.221533772,0.240812762,0.268087504,0.188013197,0.233142358,0.287895155,0.106378925,0.074145275,0.072440694,0.06066831,0.08860698,0.054679124,0.109451787,0.159625206,0.203249017,0.101385264,0.175318578,0.176954042,0.194022869,0.098231009,-0.140898451,0.152479924,0.155410184,0.152211269,0.21764754,0.191783346
Net Margin,0.04755981,0.041229242,0.096826009,0.062852593,0.044535656,0.143761312,0.156893924,0.221533772,0.240812762,0.268087504,0.188013197,0.233142358,0.287895155,0.106378925,0.074145275,0.072440694,0.06066831,0.08860698,0.054679124,0.109451787,0.159625206,0.203249017,0.101385264,0.175318578,0.176954042,0.194022869,0.098231009,-0.140898451,0.152479924,0.155410184,0.152211269,0.21764754,0.191783346
Return On Equity,0.069520112,-0.116204888,0.045204043,-0.011146348,0.031070676,0.104953944,0.096102998,0.140681097,0.16107685,0.216001237,0.094826993,0.276722006,0.309424768,0.100313105,-0.034383143,0.051532597,-0.257121155,-0.281337758,-0.122988718,-0.51080841,-0.715952227,-0.004837669,0.032494705,0.144115232,0.124794603,0.150347359,-0.043969466,-0.388243494,-0.121221969,0.137131406,0.100768574,0.179406769,0.234614577
