name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
		AssetsHeldForSaleCurrent,,"0","0","7,300,000",,"0","0","198,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"300,000","200,000","11,700,000","6,700,000","6,400,000","0","28,600,000","5,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"32,200,000","53,000,000","59,300,000","61,700,000","8,400,000","6,100,000","8,000,000","16,800,000","13,300,000","173,400,000","175,300,000","138,000,000","116,800,000",,,"119,000,000","128,800,000","112,100,000","112,500,000","99,600,000","243,000,000","259,400,000","261,700,000","294,600,000","281,100,000","281,200,000","231,200,000","240,900,000","235,900,000","241,100,000","219,200,000","186,200,000","178,300,000","210,500,000","303,200,000"
	TotalNonCurrentAssets,"5,810,800,000","5,797,900,000","5,944,100,000","5,553,600,000","3,290,100,000","3,354,000,000","2,406,100,000","2,290,200,000","2,192,100,000","1,874,100,000","1,673,700,000","1,648,500,000","1,561,100,000","1,539,300,000","1,667,200,000","1,672,700,000","1,905,700,000","1,819,100,000","1,696,300,000","1,656,900,000","2,416,100,000","2,579,300,000","2,484,700,000","2,397,500,000","2,796,700,000","2,496,200,000","1,975,200,000","1,653,400,000","1,703,600,000","1,635,800,000","1,663,900,000","1,507,000,000","1,432,200,000","1,525,300,000","1,584,600,000"
		NetPPE,"919,000,000","922,700,000","1,032,600,000","1,025,200,000","1,002,100,000","1,016,400,000","1,308,500,000","1,248,300,000","1,136,200,000","986,800,000","918,500,000","964,500,000","939,200,000","934,700,000","1,025,100,000","1,012,000,000","1,111,900,000","1,128,100,000","1,075,500,000","1,087,800,000","1,616,100,000","1,691,900,000","1,727,500,000","1,679,300,000","1,959,300,000","1,829,600,000","1,537,400,000","1,390,200,000","1,502,100,000","1,484,200,000","1,507,100,000","1,334,900,000","1,268,100,000","1,302,200,000","1,345,100,000"
			GrossPPE,"1,338,800,000","1,273,900,000","1,513,800,000","1,461,100,000","1,777,500,000","1,784,600,000","2,741,100,000","2,663,200,000","3,037,400,000","2,850,000,000","2,777,200,000","2,749,800,000","2,641,500,000","2,843,900,000","2,968,500,000","2,837,100,000","2,969,300,000","2,859,800,000","2,646,800,000","2,538,200,000","3,406,200,000","3,724,000,000","3,824,700,000","3,655,200,000","4,284,200,000","4,171,200,000","3,897,500,000","3,498,300,000","3,541,700,000","3,389,600,000","3,279,700,000","2,908,000,000","2,750,200,000","2,628,100,000","2,490,900,000"
				Properties,"0","0","0","0","0","0","31,400,000","31,400,000","31,400,000","31,400,000","31,400,000","31,400,000","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,
				LandAndImprovements,"103,100,000","94,300,000","178,100,000","166,900,000","102,900,000","101,900,000","170,900,000","154,300,000","160,800,000","143,100,000","142,700,000","140,900,000","136,800,000","157,000,000","154,700,000","149,800,000","147,700,000","216,900,000","140,300,000","156,000,000",,,,,,,,,,,,,,,
				BuildingsAndImprovements,"513,700,000","367,500,000","451,800,000","462,600,000","397,500,000","320,400,000","371,300,000","372,700,000","377,100,000","363,900,000","366,000,000","349,900,000","313,500,000","361,200,000","362,000,000","343,400,000","351,300,000","340,300,000","317,400,000","375,700,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"501,100,000","582,100,000","747,900,000","753,100,000","1,200,400,000","1,171,900,000","1,881,900,000","1,839,300,000","2,250,300,000","2,150,300,000","2,153,500,000","2,132,900,000","2,037,600,000","2,217,900,000","2,354,800,000","2,262,400,000","2,402,200,000","2,232,700,000","2,131,500,000","1,929,400,000",,,,,,,,,,,,,,,
				OtherProperties,"147,300,000","164,700,000",,,,,,,,,,,"33,800,000","33,800,000","33,800,000","24,800,000","24,800,000",,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"73,600,000","65,300,000","136,000,000","78,500,000","76,700,000","190,400,000","285,600,000","265,500,000","217,800,000","161,300,000","83,600,000","94,700,000","119,800,000","74,000,000","63,200,000","56,700,000","43,300,000","69,900,000","57,600,000","77,100,000",,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-419,800,000","-351,200,000","-481,200,000","-435,900,000","-775,400,000","-768,200,000","-1,432,600,000","-1,414,900,000","-1,901,200,000","-1,863,200,000","-1,858,700,000","-1,785,300,000","-1,702,300,000","-1,909,200,000","-1,943,400,000","-1,825,100,000","-1,857,400,000","-1,731,700,000","-1,571,300,000","-1,450,400,000","-1,790,100,000","-2,032,100,000","-2,097,200,000","-1,975,900,000","-2,324,900,000","-2,341,600,000","-2,360,100,000","-2,108,100,000","-2,039,600,000","-1,905,400,000","-1,772,600,000","-1,573,100,000","-1,482,100,000","-1,325,900,000","-1,145,800,000"
		GoodwillAndOtherIntangibleAssets,"4,252,100,000","4,213,500,000","4,235,600,000","3,857,300,000","1,605,700,000","1,649,600,000","632,800,000","694,200,000","542,900,000","413,200,000","194,400,000","209,500,000","197,000,000","180,200,000","163,600,000","148,600,000","169,800,000","156,300,000","129,700,000","116,300,000","494,600,000","505,700,000","399,100,000","420,400,000","498,800,000","345,600,000",,"91,700,000","63,200,000","25,800,000","70,200,000","60,600,000","74,100,000","80,500,000","104,800,000"
			Goodwill,"1,468,900,000","1,467,500,000","1,468,100,000","1,198,900,000","777,500,000","776,100,000","352,500,000","389,400,000","294,400,000","225,900,000","194,400,000","209,500,000","197,000,000","180,200,000","163,600,000",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"2,783,200,000","2,746,000,000","2,767,500,000","2,658,400,000","828,200,000","873,500,000","280,300,000","304,800,000","248,500,000","187,300,000",,,,,,"148,600,000","169,800,000","156,300,000","129,700,000","116,300,000","494,600,000","505,700,000","399,100,000","420,400,000","498,800,000","345,600,000",,"91,700,000","63,200,000","25,800,000","70,200,000","60,600,000","74,100,000","80,500,000","104,800,000"
		InvestmentsAndAdvances,"3,100,000","700,000","700,000","1,400,000","1,000,000","2,500,000","25,100,000","26,800,000","40,200,000","28,300,000","22,400,000","22,400,000","20,600,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"141,400,000","155,800,000","131,600,000","151,200,000","165,200,000","143,100,000","47,000,000","26,600,000","23,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"253,700,000","277,600,000","336,100,000","350,000,000","350,700,000","377,900,000","245,500,000","134,700,000","329,900,000","246,900,000","314,700,000","240,700,000","243,600,000","259,000,000","330,800,000","374,600,000","448,600,000","322,200,000","297,900,000","294,800,000",,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"229,600,000","257,400,000","318,400,000","319,900,000","325,400,000","352,500,000","200,100,000","91,400,000","233,300,000","246,900,000","314,700,000","240,700,000","243,600,000","259,000,000","330,800,000","374,600,000","448,600,000","322,200,000","297,900,000","294,800,000",,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"122,200,000","116,300,000","85,200,000","79,100,000","75,100,000","69,000,000","62,800,000","62,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"69,500,000","44,200,000","42,800,000",,,"0","700,000","17,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"49,800,000","67,100,000","79,500,000","89,400,000","90,300,000","95,500,000","83,700,000","80,200,000","119,400,000","198,900,000","223,700,000","211,400,000","160,700,000","165,400,000","147,700,000","137,500,000","175,400,000","212,500,000","193,200,000","158,000,000","305,400,000","381,700,000","358,100,000","297,800,000","338,600,000","321,000,000","437,800,000","171,500,000","138,300,000","125,800,000","86,600,000","111,500,000","90,000,000","142,600,000","134,700,000"
TotalLiabilitiesNetMinorityInterest,"7,202,200,000","7,311,300,000","6,763,900,000","6,499,200,000","4,146,300,000","4,417,600,000","3,776,500,000","3,663,100,000","2,819,100,000","2,439,400,000","2,130,700,000","2,003,100,000","2,027,500,000","1,610,700,000","1,656,500,000","1,729,200,000","2,051,100,000","2,192,200,000","2,421,200,000","2,213,600,000","2,898,500,000","3,206,000,000","3,363,500,000","3,294,500,000","3,994,600,000","3,490,300,000","2,835,500,000","2,552,800,000","2,551,700,000","2,443,000,000","2,746,600,000","2,863,400,000","2,972,400,000","2,938,300,000","3,192,400,000"
	CurrentLiabilities,"2,829,000,000","2,723,900,000","2,993,400,000","2,209,400,000","1,438,200,000","1,453,300,000","1,910,400,000","1,986,700,000","1,135,400,000","919,900,000","963,400,000","709,200,000","759,100,000","751,400,000","702,500,000","659,300,000","820,100,000","727,500,000","874,600,000","1,079,200,000","1,399,900,000","1,576,000,000","1,411,900,000","1,464,500,000","2,021,400,000","1,792,700,000","1,268,900,000","1,156,000,000","1,124,100,000","1,193,000,000","1,254,700,000","1,194,400,000","1,088,700,000","1,163,500,000","1,138,900,000"
		PayablesAndAccruedExpenses,"1,699,800,000","1,617,500,000","1,725,100,000","1,431,200,000","905,700,000","929,100,000","926,200,000","955,700,000","844,900,000","784,300,000","804,400,000","603,800,000","708,100,000","588,000,000","537,400,000","532,000,000","609,800,000","617,500,000","601,100,000","700,800,000","657,300,000","665,500,000","685,800,000","663,500,000","886,000,000","848,500,000","676,900,000","501,200,000","513,900,000","600,400,000","677,300,000","623,800,000",,,
			Payables,"1,091,200,000","1,019,300,000","1,007,500,000","835,700,000","389,800,000","445,600,000","475,800,000","528,500,000","494,800,000","473,800,000","404,700,000","294,100,000","396,900,000","327,400,000","301,400,000","301,000,000","342,900,000","299,500,000","286,500,000","327,700,000","657,300,000","665,500,000","685,800,000","663,500,000","886,000,000","848,500,000","676,900,000","501,200,000","513,900,000","600,400,000","677,300,000","623,800,000",,,
				AccountsPayable,"946,700,000","900,100,000","867,500,000","714,200,000","355,400,000","403,600,000","433,500,000","475,200,000","443,200,000","458,300,000","389,300,000","290,500,000","372,300,000","327,400,000","301,400,000","301,000,000","342,900,000","299,500,000","286,500,000","327,700,000","657,300,000","665,500,000","685,800,000","663,500,000","886,000,000","848,500,000","676,900,000","501,200,000","513,900,000","600,400,000","677,300,000","623,800,000",,,
				TotalTaxPayable,"82,200,000","62,200,000","86,800,000","99,200,000","12,300,000","19,900,000","22,200,000","35,300,000","32,900,000","15,500,000","15,400,000","3,600,000","24,600,000",,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"82,200,000","62,200,000","86,800,000","99,200,000","12,300,000","19,900,000","22,200,000","35,300,000","32,900,000","15,500,000","15,400,000","3,600,000","24,600,000",,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"62,300,000","57,000,000","53,200,000","22,300,000","22,100,000","22,100,000","20,100,000","18,000,000","18,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"608,600,000","598,200,000","717,600,000","595,500,000","515,900,000","483,500,000","450,400,000","427,200,000","350,100,000","310,500,000","399,700,000","309,700,000","311,200,000","260,600,000","236,000,000","231,000,000","266,900,000","318,000,000","314,600,000","373,100,000",,,,,,,,,,,,,,,
		CurrentProvisions,"132,800,000","123,400,000","84,300,000","78,500,000","77,900,000","74,700,000","84,800,000","53,500,000","41,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,200,000","4,300,000","6,200,000","5,700,000","7,100,000","6,400,000","12,700,000","12,700,000","21,300,000","70,600,000",,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"363,900,000","259,200,000","547,700,000","192,600,000","94,200,000","112,600,000","525,200,000","697,800,000","56,300,000","46,500,000","134,900,000","55,900,000","30,700,000","125,600,000","106,200,000","80,400,000","101,000,000","16,800,000","249,300,000","271,700,000","176,600,000","358,800,000","155,300,000","200,400,000","566,000,000","487,000,000","131,000,000","119,000,000","63,200,000","63,100,000","99,600,000","101,100,000","74,300,000","103,900,000","73,000,000"
			CurrentDebt,"338,300,000","227,700,000","547,700,000","192,600,000","94,200,000","112,600,000","525,200,000","697,800,000","56,300,000","46,500,000","134,900,000","55,900,000","30,700,000","125,600,000","106,200,000","80,400,000","101,000,000","16,800,000","249,300,000","271,700,000","176,600,000","358,800,000","155,300,000","200,400,000","566,000,000","487,000,000","131,000,000","119,000,000","63,200,000","63,100,000","99,600,000","101,100,000","74,300,000","103,900,000","73,000,000"
				CommercialPaper,"146,300,000","0","55,200,000","0","6,300,000","23,900,000","486,600,000","656,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"192,000,000","227,700,000","492,500,000","192,600,000","87,900,000","88,700,000","38,600,000","41,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"25,600,000","31,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"452,900,000","601,900,000","561,500,000","446,300,000","239,800,000","249,900,000","190,200,000","178,900,000","140,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"452,900,000","601,900,000","561,500,000","446,300,000","239,800,000","249,900,000","190,200,000","178,900,000","140,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"175,400,000","117,600,000","68,600,000","55,100,000","113,500,000","80,600,000","171,300,000","88,100,000","31,400,000","18,500,000","24,100,000","49,500,000","20,300,000","37,800,000","58,900,000","46,900,000","109,300,000","93,200,000","24,200,000","106,700,000","566,000,000","551,700,000","570,800,000","600,600,000","569,400,000","457,200,000","461,000,000","535,800,000","547,000,000","529,500,000","477,800,000","469,500,000","1,014,400,000","1,059,600,000","1,065,900,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,373,200,000","4,587,400,000","3,770,500,000","4,289,800,000","2,708,100,000","2,964,300,000","1,866,100,000","1,676,400,000","1,683,700,000","1,519,500,000","1,167,300,000","1,293,900,000","1,268,400,000","859,300,000","954,000,000","1,069,900,000","1,231,000,000","1,464,700,000","1,546,600,000","1,134,400,000","1,498,600,000","1,630,000,000","1,951,600,000","1,830,000,000","1,973,200,000","1,697,600,000","1,566,600,000","1,396,800,000","1,427,600,000","1,250,000,000","1,491,900,000","1,669,000,000","1,883,700,000","1,774,800,000","2,053,500,000"
		LongTermProvisions,"547,200,000","553,400,000","543,900,000","417,400,000","366,700,000","340,800,000","278,600,000","248,100,000","274,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"3,080,600,000","3,194,300,000","2,196,300,000","3,015,500,000","1,826,800,000","2,070,600,000","1,187,000,000","1,186,500,000","940,600,000","779,100,000","503,000,000","588,000,000","592,900,000","419,600,000","523,500,000","639,800,000","822,200,000","1,033,400,000","1,035,900,000","651,800,000","872,100,000","945,100,000","1,326,400,000","1,140,200,000","1,268,400,000","1,259,000,000","1,207,700,000","749,900,000","843,600,000","929,000,000","1,158,600,000","1,325,600,000","1,468,000,000","1,380,200,000","1,787,300,000"
			LongTermDebt,"2,929,500,000","3,031,100,000","2,179,000,000","2,993,000,000","1,798,800,000","2,036,300,000","1,153,400,000","1,154,100,000","908,800,000","779,100,000","503,000,000","588,000,000","592,900,000","419,600,000","523,500,000","639,800,000","822,200,000","1,033,400,000","1,035,900,000","651,800,000","872,100,000","945,100,000","1,326,400,000","1,140,200,000","1,268,400,000","1,259,000,000","1,207,700,000","749,900,000","843,600,000","929,000,000","1,158,600,000","1,325,600,000","1,468,000,000","1,380,200,000","1,787,300,000"
			LongTermCapitalLeaseObligation,"151,100,000","163,200,000","17,300,000","22,500,000","28,000,000","34,300,000","33,600,000","32,400,000","31,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"474,600,000","568,900,000","682,700,000","455,900,000","197,900,000","202,300,000","84,400,000","110,500,000","39,800,000",,,,,,,,,,,,,,,,,,,,,"122,100,000","104,200,000","88,000,000","125,700,000","112,900,000","257,600,000"
			NonCurrentDeferredTaxesLiabilities,"350,000,000","333,200,000","330,800,000","173,200,000","167,400,000","173,200,000","51,300,000","73,100,000",,,,,,,,,,,,,,,,,,,,,,"122,100,000","104,200,000","88,000,000","125,700,000","112,900,000","257,600,000"
			NonCurrentDeferredRevenue,"89,400,000","206,000,000","327,600,000","243,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"107,800,000","123,600,000","145,600,000","186,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,"213,300,000","209,900,000","364,800,000","366,100,000",,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"46,400,000","44,200,000","47,200,000","59,300,000","140,400,000","194,200,000","238,700,000","57,800,000","375,800,000","368,700,000","307,500,000",,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"46,400,000","44,200,000","47,200,000","59,300,000","140,400,000","194,200,000","238,700,000","57,800,000","375,800,000","368,700,000","307,500,000",,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"800,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,"0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"115,800,000","102,800,000","154,800,000","155,200,000","176,300,000","156,400,000","77,400,000","73,500,000","52,700,000","158,400,000","146,900,000","341,100,000","309,400,000","439,700,000","430,500,000","430,100,000","408,800,000","431,300,000","510,700,000","482,600,000","626,500,000","684,900,000","625,200,000","689,800,000","704,800,000","438,600,000","358,900,000","646,900,000","584,000,000","198,900,000","229,100,000","255,400,000","290,000,000","281,700,000","8,600,000"
TotalEquityGrossMinorityInterest,"2,984,200,000","2,561,400,000","3,210,400,000","2,707,100,000","1,993,000,000","1,908,300,000","1,564,000,000","1,572,100,000","1,554,800,000","1,304,100,000","1,189,200,000","1,133,100,000","966,400,000","1,122,700,000","1,078,500,000","1,010,800,000","927,300,000","636,600,000","450,800,000","263,600,000","847,400,000","789,800,000","802,900,000","818,600,000","995,200,000","810,800,000","516,000,000","260,300,000","274,900,000","372,600,000","212,600,000","-44,400,000","-223,600,000","-343,200,000","-506,600,000"
	StockholdersEquity,"2,961,800,000","2,532,300,000","3,121,100,000","2,681,800,000","1,957,700,000","1,865,700,000","1,530,500,000","1,519,800,000","1,480,300,000","1,240,600,000","1,131,500,000","1,076,400,000","902,900,000","1,064,300,000","1,019,500,000","959,300,000","876,200,000","588,300,000","406,000,000","218,800,000","800,400,000","743,600,000","729,400,000","760,600,000","855,800,000","653,400,000","416,500,000","216,900,000","219,000,000","309,800,000","149,600,000","-70,600,000","-223,600,000","-343,200,000","-506,600,000"
		CapitalStock,"18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","4,600,000","4,600,000","4,500,000","4,300,000","4,300,000","3,900,000","3,900,000","3,800,000",,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","18,600,000","9,300,000","9,300,000","9,300,000","9,300,000","9,300,000","4,600,000","4,600,000","4,500,000","4,300,000","4,300,000","3,900,000","3,900,000","3,800,000",,,,,,,,,,,,,
		AdditionalPaidInCapital,"860,200,000","829,700,000","776,200,000","450,700,000","418,600,000","417,700,000","401,900,000","448,300,000","481,900,000","463,800,000","443,600,000","388,600,000","395,500,000","407,500,000","431,000,000","427,700,000","397,400,000","338,800,000","334,100,000","217,500,000","181,600,000","165,800,000",,,,,,,,,,,,,
		RetainedEarnings,"4,506,400,000","4,188,800,000","4,334,300,000","3,952,400,000","3,505,500,000","3,385,000,000","2,984,500,000","2,757,300,000","2,536,500,000","2,176,200,000","1,853,000,000","1,716,900,000","1,524,700,000","1,255,800,000","1,166,400,000","1,062,200,000","945,600,000","774,600,000","748,100,000","691,800,000","1,398,900,000","1,288,300,000","1,075,700,000","969,200,000","806,800,000","596,100,000","380,500,000","207,100,000","170,800,000","57,000,000","82,700,000","-72,600,000","-209,000,000","-338,200,000","-454,900,000"
		TreasuryStock,"2,141,200,000","2,092,800,000","1,699,100,000","1,499,600,000","1,506,600,000","1,498,300,000","1,498,700,000","1,502,500,000","1,147,800,000","1,018,700,000","862,700,000","759,200,000","750,500,000","598,400,000","525,400,000","489,100,000","504,000,000","507,600,000","507,600,000","507,600,000","511,400,000","510,800,000",,,,,,,,,,,,,
