name,ttm,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
NetIncomeCommonStockholders,,"-3,978,459,000","-700,590,000","-885,050,000","-515,025,000","-929,580,000","499,792,000","8,491,000","773,426,000","517,035,000","370,898,000","773,429,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","262,922,000","165,554,000","84,500,000","162,000,000","257,200,000","72,600,000","-5,600,000","8,700,000","14,200,000","-18,200,000","-15,900,000","-8,800,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
	NetIncome,,"-3,978,459,000","-700,590,000","-885,050,000","-516,511,000","-929,580,000","511,000,000","8,491,000","782,697,000","522,344,000","370,898,000","773,429,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","262,922,000","165,554,000","84,500,000","162,000,000","257,200,000","78,600,000","1,600,000","21,500,000","20,900,000","-11,500,000","-15,200,000","-8,800,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
		NetIncomeIncludingNoncontrollingInterests,,"-3,978,459,000","-874,366,000","-1,130,535,000","-493,927,000","-857,873,000","583,201,000","83,316,000","850,406,000","556,137,000","363,625,000","773,432,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","262,922,000","165,554,000","83,300,000","162,000,000","256,900,000","78,200,000","1,400,000","21,300,000","20,700,000","-11,500,000","-15,100,000","-9,000,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
			NetIncomeContinuousOperations,,"-3,978,459,000","-870,545,000","-1,130,535,000","-492,441,000","-857,873,000","583,201,000","-77,186,000","850,406,000","556,137,000","363,625,000","773,432,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","263,910,000","165,554,000","95,300,000","162,000,000","263,900,000","79,300,000","1,600,000","21,500,000","19,100,000","-8,100,000","-13,400,000","-8,800,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
			NetIncomeDiscontinuousOperations,,"0","-3,821,000","0","-1,486,000","0",,"160,502,000",,,,,,,,,,,,,,,,,,,,,,"-3,400,000","-1,800,000",,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,"-988,000",,"-10,800,000",,"-6,700,000","-700,000",,,"1,800,000",,,,,,,,
		MinorityInterests,,"0","173,776,000","245,485,000","-22,584,000","-71,707,000","-72,201,000","-74,825,000","-67,709,000","-33,793,000","7,273,000","-3,000",,,,,,,,,,,"1,200,000",,"300,000","400,000","200,000","200,000","200,000",,"-100,000","200,000",,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000","7,200,000","12,800,000","6,700,000","6,700,000","700,000",,,,,,
	OtherunderPreferredStockDividend,,,,,"-1,486,000","0","11,208,000","0","9,271,000","5,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,"0",,"0","0","10,000","7,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,,"-3,978,459,000","-700,590,000","-885,050,000","-515,025,000","-929,580,000","499,792,000","8,491,000","773,436,000","517,042,000","370,898,000","773,429,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","262,922,000","165,554,000","84,500,000","162,000,000","257,200,000","72,600,000","-5,600,000","8,700,000","14,200,000","-18,200,000","-15,900,000","-8,800,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
BasicEPS,,"-15.86","-2.81","-3.59","-2.11","-3.82","2.06","0.03","3.05","2.05","1.46","3.03","6.44","5.9","4.52","5.38","2.18","1.1","1.26","1.58","1.98","1.24","0.32","0.62","0.975","0.335","-0.04","0.055","0.115","-0.265","-0.235","-0.175","-0.25","-0.21","-0.355","-1.95","-0.705"
DilutedEPS,,"-15.86","-2.81","-3.59","-2.11","-3.82","2.06","0.03","3.05","2.05","1.46","3.02","6.42","5.85","4.48","5.33","2.16","1.09","1.25","1.57","1.96","1.22","0.32","0.615","0.965","0.33","-0.04","0.055","0.11","-0.265","-0.235","-0.175","-0.25","-0.21","-0.355","-1.95","-0.705"
BasicAverageShares,,"250,792,000","248,949,000","246,614,000","244,743,000","243,127,000","242,146,000","252,909,000","253,288,000","252,435,000","251,405,000","253,123,000","258,035,000","264,782,000","266,816,593","136,034,572","136,099,083","132,805,455","132,076,190","132,596,835","132,788,889","266,554,000","264,062,500","261,290,323","263,794,872","216,716,418","140,000,000","158,181,818","123,478,261","68,679,245","67,659,574","50,285,714","42,000,000","40,000,000","28,450,704","22,564,103","23,404,255"
DilutedAverageShares,,"250,792,000","248,949,000","246,614,000","244,743,000","243,127,000","242,146,000","252,909,000","253,547,000","252,791,000","251,989,000","253,936,000","258,891,000","266,805,000","269,198,884","137,310,694","137,359,259","134,023,853","133,132,800","133,441,401","134,143,878","270,792,000","264,062,500","263,414,634","266,528,497","220,000,000","140,000,000","158,181,818","123,478,261","68,679,245","67,659,574","50,285,714","42,000,000","40,000,000","28,450,704","22,564,103","23,404,255"
TotalOperatingIncomeAsReported,,"-4,076,545,000","-666,273,000","-946,074,000","-163,272,000","-761,946,000","920,001,000","185,942,000","1,121,558,000","783,800,000","490,493,000","916,080,000","2,010,744,000","1,908,403,000","1,490,862,000","927,430,000","373,045,000","187,172,000","221,138,000","275,001,000","384,287,000","268,624,000","158,200,000","229,700,000","183,400,000","76,100,000","11,400,000","18,000,000","23,400,000","-4,500,000","-4,100,000","-7,400,000","-10,500,000","-12,900,000","-15,600,000","-29,100,000","-26,600,000"
TotalExpenses,,"1,125,409,000","1,356,417,000","1,226,767,000","1,278,548,000","1,605,262,000","2,013,953,000","2,301,134,000","3,133,788,000","2,776,083,000","2,205,339,000","1,891,096,000","1,630,040,000","1,538,098,000","1,504,449,000","1,172,809,000","1,009,092,000","879,059,000","766,242,000","711,355,000","618,042,000","613,976,000","547,700,000","558,500,000","529,800,000","438,200,000","316,600,000","334,000,000","171,500,000","144,200,000","181,500,000","143,600,000","114,200,000","56,900,000","44,400,000","63,800,000","98,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,,"-3,978,459,000","-700,590,000","-885,050,000","-516,511,000","-929,580,000","511,000,000","8,491,000","782,697,000","522,344,000","370,898,000","773,429,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","263,910,000","165,554,000","95,300,000","162,000,000","263,900,000","79,300,000","1,600,000","21,500,000","19,100,000","-11,500,000","-15,200,000","-8,800,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
NormalizedIncome,,"-295,622,124","-136,647,476","-150,261,636","-442,041,600","348,529,345","839,782,228","369,788,600","765,115,240","512,163,039","370,898,000","773,429,000","1,678,642,000","1,539,377,295.154","1,194,132,346.257","715,399,775.633","263,617,865.814","137,930,238.096","157,863,977.667","200,078,486.128","253,762,805.578","156,584,513.444","103,425,179.283","157,579,904.721","118,741,095.89","44,858,921.569","-1,760,000","4,584,558.824","16,093,518.519","-12,000,000","-17,300,000","-10,240,000","-12,540,000","-8,526,315.789","-9,619,047.619","-14,000,000","-16,800,000"
InterestIncome,,"9,012,000","6,007,000","8,302,000","5,449,000","18,000","36,286,000","-1,298,000","2,754,000","5,188,000","1,484,000","9,886,000","6,843,000",,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,"164,653,000","279,435,000","297,611,000","291,989,000","222,915,000","213,854,000","156,477,000","106,300,000","85,763,000","55,727,000","9,457,000","1,685,000",,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,,"-155,641,000","-273,428,000","-289,309,000","-286,540,000","-222,897,000","-177,568,000","-156,477,000","-103,546,000","-80,575,000","-54,243,000","429,000","5,158,000",,,,,,,,,,,,,,,,,,,,,,,,
EBIT,,"-4,074,209,000","-629,650,000","-939,565,000","-157,823,000","-744,114,000","956,287,000","185,942,000","1,124,312,000","788,988,000","491,977,000","925,966,000","2,017,587,000","1,908,403,000","1,490,862,000","927,430,000","373,045,000","187,172,000","221,138,000","275,001,000","384,287,000","268,624,000","158,200,000","229,700,000","183,400,000","76,100,000","11,400,000","18,000,000","23,400,000","-4,500,000","-4,100,000","-7,400,000","-10,500,000","-12,900,000","-15,600,000","-29,100,000","-26,600,000"
ReconciledCostOfRevenue,,"989,804,000","1,187,625,000","1,153,551,000","1,206,914,000","1,536,004,000","1,937,110,000","2,194,363,000","3,015,791,000","2,676,093,000","1,476,524,000","1,259,270,000","1,110,626,000","1,133,782,000","1,129,145,000","883,916,000","756,821,000","636,222,000","560,490,000","529,947,000","452,243,000","479,406,000","422,900,000","456,500,000","387,100,000","331,500,000","240,000,000","243,200,000","128,600,000","103,900,000","131,400,000","112,100,000","81,800,000","37,300,000","25,400,000","29,600,000","54,900,000"
ReconciledDepreciation,,"374,129,000","440,221,000","486,530,000","547,990,000","611,067,000","634,305,000","863,547,000","879,422,000","758,621,000","658,640,000","539,829,000","408,313,000","356,658,000","292,987,000","253,325,000","241,752,000","209,123,000","182,590,000","154,469,000","141,502,000","110,787,000","89,000,000","71,700,000","77,900,000","52,200,000","36,500,000","39,500,000","20,500,000","17,700,000","19,900,000","14,400,000","14,200,000","12,100,000","14,500,000","28,000,000","34,700,000"
NetIncomeFromContinuingOperationNetMinorityInterest,,"-3,978,459,000","-696,769,000","-885,050,000","-515,025,000","-929,580,000","511,000,000","-152,011,000","782,697,000","522,344,000","370,898,000","773,429,000","1,678,642,000","1,560,995,000","1,206,011,000","731,866,000","296,696,000","146,086,000","166,416,000","209,503,000","263,910,000","165,554,000","95,300,000","162,000,000","263,900,000","79,300,000","1,600,000","21,500,000","19,100,000","-8,100,000","-13,400,000","-8,800,000","-10,500,000","-8,400,000","-10,100,000","-44,000,000","-16,500,000"
TotalUnusualItemsExcludingGoodwill,"-2,802,567,000","-3,922,084,000","-584,678,000","-803,926,000","-121,639,000","-1,440,935,000","-418,298,000","-745,428,000","21,056,000","12,871,000",,"0",,"26,485,000","14,665,000","20,728,000","40,592,000","9,034,000","9,609,000","10,946,000","13,457,000","12,261,000","-10,700,000","6,300,000","208,800,000","44,300,000","5,600,000","21,400,000","3,400,000","6,500,000","6,500,000","2,400,000","3,400,000","200,000","-800,000","-50,000,000","500,000"
TotalUnusualItems,"-2,802,567,000","-3,922,084,000","-584,678,000","-803,926,000","-121,639,000","-1,440,935,000","-418,298,000","-745,428,000","21,056,000","12,871,000",,"0",,"26,485,000","14,665,000","20,728,000","40,592,000","9,034,000","9,609,000","10,946,000","13,457,000","12,261,000","-10,700,000","6,300,000","208,800,000","44,300,000","5,600,000","21,400,000","3,400,000","6,500,000","6,500,000","2,400,000","3,400,000","200,000","-800,000","-50,000,000","500,000"
NormalizedEBITDA,,"222,004,000","395,249,000","350,891,000","511,806,000","1,307,888,000","2,008,890,000","1,794,917,000","1,982,678,000","1,534,738,000","1,150,617,000","1,465,795,000","2,425,900,000","2,238,576,000","1,769,184,000","1,160,027,000","574,205,000","387,261,000","394,119,000","418,524,000","512,332,000","367,150,000","257,900,000","295,100,000","52,500,000","84,000,000","42,300,000","36,100,000","40,500,000","6,700,000","9,300,000","4,600,000","300,000","-1,000,000","-300,000","48,900,000","7,600,000"
TaxRateForCalcs,,"0.061","0.042","0.086","0.4","0.113","0.214","0.3","0.165","0.209","0.166","0.156","0.167","0.184","0.19","0.206","0.185","0.097","0.11","0.139","0.246","0.268","0.241","0.298","0.305","0.223","0.4","0.21","0.116","0.4","0.4","0.4","0.4","0.368","0.399","0.4","0.4"
TaxEffectOfUnusualItems,,"-239,247,124","-24,556,476","-69,137,636","-48,655,600","-162,825,655","-89,515,772","-223,628,400","3,474,240","2,690,039","0","0","0","4,867,295.154","2,786,346.257","4,261,775.633","7,513,865.814","878,238.096","1,056,977.667","1,521,486.128","3,309,805.578","3,291,513.444","-2,574,820.717","1,879,904.721","63,641,095.89","9,858,921.569","2,240,000","4,484,558.824","393,518.519","2,600,000","2,600,000","960,000","1,360,000","73,684.211","-319,047.619","-20,000,000","200,000"
