name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
NetNonOperatingInterestIncomeExpense,"-158,000,000","-140,000,000","-106,000,000","-151,000,000","-150,000,000","-102,000,000","-83,729,000","-86,357,000","-57,682,000","-62,258,000","-53,182,000","6,115,000","-122,084,000","-54,077,000","-39,250,000","-10,237,000","-38,215,000","-32,314,000"
"	InterestIncomeNonOperating","61,000,000","8,000,000",,,0,"1,000,000","1,974,000","8,607,000","30,733,000","22,613,000","10,408,000","89,539,000","27,506,000",,,,,
"	InterestExpenseNonOperating","219,000,000","109,000,000","95,000,000","97,000,000","129,000,000","80,000,000","86,736,000","48,494,000","54,194,000","48,033,000","43,585,000","83,424,000","84,580,000","50,671,000","35,479,000","42,241,000","31,554,000","34,148,000"
"	TotalOtherFinanceCost",,"39,000,000","11,000,000","54,000,000","21,000,000","23,000,000","-1,033,000","46,470,000","34,221,000","36,838,000","20,005,000",,"65,010,000","3,406,000","3,771,000","-32,004,000","6,661,000","-1,834,000"
OtherIncomeExpense,"5,000,000","24,000,000","773,000,000","49,000,000","-453,000,000","119,000,000","-220,761,000","79,043,000","7,738,000","2,126,000","6,509,000","2,142,000","-24,916,000","-19,381,000","-2,294,000","-36,820,000","-6,698,000","-43,738,000"
"	GainOnSaleOfSecurity",,"11,000,000","-52,000,000","27,000,000","18,000,000","-6,000,000","-72,219,000","59,502,000","-935,000",,,,,,,,,
"	EarningsFromEquityInterest","5,000,000","1,000,000","3,000,000",0,"18,000,000","18,000,000","66,272,000","27,512,000","10,206,000","8,001,000","2,478,000","-1,482,000","13,804,000",,,,,
"	SpecialIncomeCharges",,"12,000,000","822,000,000","22,000,000","-489,000,000","107,000,000","-214,814,000","-7,971,000","-1,533,000","-5,875,000","4,031,000","3,624,000","-38,720,000","-19,381,000","-2,294,000","-36,820,000","-6,698,000","-43,738,000"
"		RestructuringAndMergernAcquisition",,,,,,,,0,0,,,,,,,,,
"		ImpairmentOfCapitalAssets",,,,,,,,,,0,0,,"47,428,000",,,"24,000,000",,"21,540,000"
"		WriteOff",,0,"19,000,000","32,000,000","489,000,000","90,000,000","71,234,000","10,658,000",0,,,,,0,"-4,974,000",,"22,316,000",
"		OtherSpecialCharges",,,,,,"18,000,000","149,326,000",,,"8,271,000","-4,867,000",,"-13,388,000","19,381,000","7,268,000","12,820,000","-15,618,000","22,198,000"
"		GainOnSaleOfBusiness",,,"841,000,000","54,000,000",0,"215,000,000",,,,,,,,,,,,
"		GainOnSaleOfPPE",,"12,000,000",,,0,,"5,746,000","2,687,000","-1,533,000","2,396,000","-836,000",,"-4,680,000",,,,,
PretaxIncome,"49,000,000","628,000,000","1,364,000,000","505,000,000","-117,000,000","668,000,000","632,254,000","1,100,196,000","1,526,159,000","1,871,708,000","1,295,423,000","942,806,000","2,227,209,000","641,202,000","494,901,000","514,272,000","309,455,000","126,971,000"
TaxProvision,"25,000,000","147,000,000","129,000,000","158,000,000","55,000,000","162,000,000","166,152,000","280,023,000","221,026,000","348,692,000","266,806,000","168,492,000","233,241,000","113,059,000","136,686,000","101,838,000","59,216,000","26,487,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,"3,940,000","3,843,000","605,000","338,000","-555,000"
NetIncomeCommonStockholders,"11,000,000","475,000,000","1,240,000,000","364,000,000","-122,000,000","509,000,000","463,555,000","818,573,000","1,300,523,000","1,511,821,000","1,024,740,000","770,420,000","2,004,238,000","535,640,000","373,903,000","422,173,000","250,503,000","103,077,000"
"	NetIncome","11,000,000","475,000,000","1,240,000,000","364,000,000","-122,000,000","509,000,000","463,555,000","818,573,000","1,300,523,000","1,511,821,000","1,024,740,000","770,420,000","2,004,238,000","535,640,000","373,903,000","422,173,000","250,503,000","103,077,000"
"		NetIncomeIncludingNoncontrollingInterests","24,000,000","481,000,000","1,235,000,000","347,000,000","-172,000,000","506,000,000","466,102,000","820,173,000","1,305,133,000","1,523,016,000","1,028,617,000","774,314,000","1,993,968,000","532,083,000","362,058,000","413,039,000","250,577,000","99,929,000"
"			NetIncomeContinuousOperations","24,000,000","481,000,000","1,235,000,000","347,000,000","-172,000,000","506,000,000","466,102,000","820,173,000","1,305,133,000","1,523,016,000","1,028,617,000","774,314,000","1,993,968,000","532,083,000","362,058,000","413,039,000","250,577,000","99,929,000"
"		MinorityInterests","-13,000,000","-6,000,000","5,000,000","17,000,000","50,000,000","3,000,000","-2,547,000","-1,600,000","-4,610,000","-11,195,000","-3,877,000","-3,894,000","10,270,000","3,557,000","11,845,000","9,134,000","-74,000","3,148,000"
AverageDilutionEarnings,,,,,,,,,,,,,,,,,"423,000",
DilutedNIAvailtoComStockholders,"11,000,000","475,000,000","1,240,000,000","364,000,000","-122,000,000","509,000,000","463,555,000","818,573,000","1,300,523,000","1,511,821,000","1,024,740,000","770,420,000","2,004,238,000","535,640,000","373,903,000","422,173,000","250,926,000","103,077,000"
BasicEPS,,0.37,0.97,0.29,-0.1,0.4,0.365,0.644,1.024,1.193,0.81,0.597,1.565,0.417,0.291,0.329,0.206,0.084
DilutedEPS,,0.37,0.97,0.29,-0.1,0.4,0.365,0.644,1.024,1.188,0.806,0.597,1.559,0.416,0.291,0.329,0.202,0.084
BasicAverageShares,,"1,278,950,000","1,277,209,000","1,276,072,000","1,273,989,000","1,272,500,000","1,270,013,699","1,271,076,087","1,270,009,000","1,267,699,000","1,264,425,000","1,291,155,548","1,280,446,000","1,285,069,000","1,282,982,000","1,284,491,000","1,213,423,000","1,261,162,000"
DilutedAverageShares,,"1,280,638,000","1,279,781,000","1,276,997,000","1,273,989,000","1,272,500,000","1,270,013,699","1,271,076,087","1,270,117,000","1,272,945,000","1,271,598,000","1,291,155,548","1,285,528,000","1,286,337,000","1,284,579,000","1,284,491,000","1,239,247,000","1,261,162,000"
TotalOperatingIncomeAsReported,"202,000,000","756,000,000","1,519,000,000","629,000,000","-3,000,000","765,000,000","757,670,000","1,101,366,000","1,576,515,000",,,,,,,,,
RentExpenseSupplemental,,,,,,"26,000,000",,,,,,,,,,,,
TotalExpenses,"4,841,000,000","4,527,000,000","4,859,000,000","4,811,000,000","4,877,000,000","4,754,000,000","5,173,966,000","5,164,032,000","5,096,138,000","5,135,994,000","4,349,441,000","3,619,767,000","4,529,840,000","3,385,624,000","2,721,716,000","2,424,672,000","2,360,587,000","2,067,883,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"11,000,000","475,000,000","1,240,000,000","364,000,000","-122,000,000","509,000,000","463,555,000","818,573,000","1,300,523,000","1,511,821,000","1,024,740,000","770,420,000","2,004,238,000","535,640,000","373,903,000","422,173,000","250,503,000","103,077,000"
NormalizedIncome,"11,000,000","457,290,000","539,300,000","330,190,000","231,250,000","432,240,000","675,098,321","780,182,405","1,302,633,571.86","1,516,601,510.10","1,021,539,226.87","767,443,657.11","2,038,903,108.20","551,603,673.67","375,563,423.42","451,701,770.53","255,919,299.05","137,690,960.61"
InterestIncome,"61,000,000","8,000,000",,,0,"1,000,000","1,974,000","8,607,000","30,733,000","22,613,000","10,408,000","89,539,000","27,506,000",,,,,
InterestExpense,"219,000,000","109,000,000","95,000,000","97,000,000","129,000,000","80,000,000","86,736,000","48,494,000","54,194,000","48,033,000","43,585,000","83,424,000","84,580,000","50,671,000","35,479,000","42,241,000","31,554,000","34,148,000"
NetInterestIncome,"-158,000,000","-140,000,000","-106,000,000","-151,000,000","-150,000,000","-102,000,000","-83,729,000","-86,357,000","-57,682,000","-62,258,000","-53,182,000","6,115,000","-122,084,000","-54,077,000","-39,250,000","-10,237,000","-38,215,000","-32,314,000"
EBIT,"268,000,000","737,000,000","1,459,000,000","602,000,000","12,000,000","748,000,000","718,990,000","1,148,690,000","1,580,353,000","1,919,741,000","1,339,008,000","1,026,230,000","2,311,789,000","691,873,000","530,380,000","556,513,000","341,009,000","161,119,000"
EBITDA,,,,,,,,,,,,,,,,,,
ReconciledCostOfRevenue,"3,553,000,000","3,454,000,000","3,702,000,000","3,746,000,000","3,703,000,000","3,207,000,000","3,914,573,000","3,861,572,000","3,915,062,000","3,912,171,000","3,259,461,000","2,717,786,000","3,448,774,000","2,585,249,000","2,086,507,000","1,845,348,000","1,777,905,000","1,565,814,000"
ReconciledDepreciation,"489,000,000","443,000,000","403,000,000","390,000,000","406,000,000","430,000,000","427,478,000","347,741,000","287,063,000","267,440,000","217,395,000","204,618,000","182,188,000","195,437,000","169,226,000","166,010,000","166,261,000","166,417,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"11,000,000","475,000,000","1,240,000,000","364,000,000","-122,000,000","509,000,000","463,555,000","818,573,000","1,300,523,000","1,511,821,000","1,024,740,000","770,420,000","2,004,238,000","535,640,000","373,903,000","422,173,000","250,503,000","103,077,000"
TotalUnusualItemsExcludingGoodwill,,"23,000,000","770,000,000","49,000,000","-471,000,000","101,000,000","-287,033,000","51,531,000","-2,468,000","-5,875,000","4,031,000","3,624,000","-38,720,000","-19,381,000","-2,294,000","-36,820,000","-6,698,000","-43,738,000"
TotalUnusualItems,,"23,000,000","770,000,000","49,000,000","-471,000,000","101,000,000","-287,033,000","51,531,000","-2,468,000","-5,875,000","4,031,000","3,624,000","-38,720,000","-19,381,000","-2,294,000","-36,820,000","-6,698,000","-43,738,000"
NormalizedEBITDA,"757,000,000","1,157,000,000","1,092,000,000","943,000,000","889,000,000","1,077,000,000","1,433,501,000","1,444,900,000","1,869,884,000","2,193,056,000","1,552,372,000","1,227,224,000","2,532,697,000","906,691,000","701,900,000","759,343,000","513,968,000","371,274,000"
TaxRateForCalcs,0.23,0.23,0.09,0.31,0.25,0.24,0.263,0.255,0.145,0.186,0.206,0.179,0.105,0.176,0.276,0.198,0.191,0.209
TaxEffectOfUnusualItems,0,"5,290,000","69,300,000","15,190,000","-117,750,000","24,240,000","-75,489,679","13,140,405","-357,428.14","-1,094,489.90","830,226.87","647,657.11","-4,054,891.80","-3,417,326.33","-633,576.58","-7,291,229.47","-1,281,700.95","-9,124,039.40"
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
TotalAssets,"9,664,000,000","9,173,000,000","8,776,000,000","8,714,000,000","8,552,000,000","9,077,000,000","8,347,588,000","7,973,485,000","7,746,782,000","7,283,098,000","6,388,144,000","5,907,589,000","4,633,293,000","3,615,691,000","3,323,942,000","3,062,272,000",,
"	CurrentAssets","2,841,000,000","2,684,000,000","2,788,000,000","2,725,000,000","2,571,000,000","2,985,000,000","3,140,039,000","3,041,640,000","3,310,064,000","3,442,924,000","3,130,119,000","2,771,495,000","2,252,031,000","1,635,540,000","1,387,352,000","1,202,399,000",,
"		CashCashEquivalentsAndShortTermInvestments","433,000,000","298,000,000","213,000,000","173,000,000","116,000,000","248,000,000","247,323,000","284,728,000","460,949,000","474,247,000","894,115,000","425,519,000","131,859,000","170,905,000","116,003,000","187,529,000",,
"			CashAndCashEquivalents","214,000,000","95,000,000","121,000,000","83,000,000","87,000,000","161,000,000","130,831,000","188,340,000","288,509,000","330,121,000","400,914,000","257,970,000","58,204,000","50,085,000","57,236,000","37,202,000",,
"			OtherShortTermInvestments","219,000,000","203,000,000","92,000,000","90,000,000","29,000,000","87,000,000","116,492,000","96,388,000","172,440,000","144,126,000","493,201,000","167,549,000","73,655,000","120,820,000","58,767,000","150,327,000",,
"		Receivables","1,108,000,000","1,023,000,000","1,233,000,000","1,114,000,000","1,148,000,000","1,277,000,000","1,289,489,000","1,252,359,000","1,282,656,000","1,497,109,000","1,058,146,000","1,066,194,000","1,049,911,000","577,977,000","561,913,000","455,724,000",,
"			AccountsReceivable","883,000,000","778,000,000","990,000,000","932,000,000","966,000,000","1,082,000,000","1,039,146,000","1,057,028,000","1,074,207,000","1,327,513,000","949,692,000","969,620,000","502,559,000","369,678,000","370,409,000","284,800,000",,
"				GrossAccountsReceivable",,,,,,"1,093,000,000","1,047,418,000","1,067,808,000","1,085,914,000","1,339,020,000","955,940,000","974,342,000","508,016,000","376,892,000","379,962,000","296,107,000",,
"				AllowanceForDoubtfulAccountsReceivable",,,,,,"-11,000,000","-8,272,000","-10,780,000","-11,707,000","-11,507,000","-6,248,000","-4,722,000","-5,457,000","-7,214,000","-9,553,000","-11,307,000",,
"			TaxesReceivable","65,000,000","87,000,000","79,000,000","16,000,000","66,000,000","45,000,000","139,093,000","105,270,000","63,517,000","48,703,000","27,171,000","24,568,000",,,,,,
"			OtherReceivables","160,000,000","158,000,000","164,000,000","166,000,000","116,000,000","150,000,000","111,250,000","90,061,000","144,932,000","120,893,000","81,283,000","72,006,000","547,352,000","208,299,000","191,504,000","170,924,000",,
"		Inventory","1,250,000,000","1,312,000,000","1,290,000,000","1,226,000,000","1,267,000,000","1,364,000,000","1,335,098,000","1,408,297,000","1,480,044,000","1,410,930,000","1,114,134,000","1,233,250,000","974,966,000","799,007,000","652,521,000","509,811,000",,
"			RawMaterials",,,,,,,,,,,,,"284,562,000","204,715,000","181,199,000","166,667,000",,
"			WorkInProcess",,,,,,,,,,,,,"170,857,000","158,904,000","147,838,000","109,870,000",,
"			FinishedGoods",,,,,,,,,,,,,"549,318,000","475,851,000","361,647,000","277,672,000",,
"			OtherInventories",,,,,,,,,,,,,,"1,050,000","291,000","773,000",,
"			InventoriesAdjustmentsAllowances",,,,,,,,,,,,,"-29,771,000","-41,513,000","-38,454,000","-45,171,000",,
"		PrepaidAssets","50,000,000","51,000,000","52,000,000","43,000,000","40,000,000","48,000,000","28,939,000","34,021,000","46,347,000","31,866,000","36,034,000","25,729,000","35,038,000","43,605,000","31,978,000","25,898,000",,
"		CurrentDeferredAssets",,,,,,,,,,,,,"60,257,000","44,046,000","24,937,000","23,437,000",,
"			CurrentDeferredTaxesAssets",,,,,,,,,,,,,"60,257,000","44,046,000","24,937,000","23,437,000",,
"		AssetsHeldForSaleCurrent",,,0,"169,000,000",0,"39,000,000","224,595,000",,,,,,,,,,,
"		HedgingAssetsCurrent",,,,,,"9,000,000","14,595,000","62,235,000","40,068,000","28,772,000","27,690,000","20,803,000",,,,,,
"	TotalNonCurrentAssets","6,823,000,000","6,489,000,000","5,988,000,000","5,989,000,000","5,981,000,000","6,092,000,000","5,207,549,000","4,931,845,000","4,436,718,000","3,840,174,000","3,258,025,000","3,136,094,000","2,381,262,000","1,980,151,000","1,936,590,000","1,859,873,000",,
"		NetPPE","5,564,000,000","5,349,000,000","4,677,000,000","4,535,000,000","4,335,000,000","4,348,000,000","3,945,876,000","3,704,729,000","3,066,962,000","2,575,988,000","2,190,594,000","2,093,133,000","1,841,396,000","1,681,961,000","1,661,936,000","1,620,240,000",,
"			GrossPPE","12,065,000,000","11,238,000,000","10,276,000,000","9,849,000,000","9,193,000,000","8,943,000,000","8,483,029,000","8,119,742,000","6,984,671,000","6,273,556,000","5,736,390,000","5,587,909,000","4,996,244,000","4,679,331,000","4,519,957,000","4,398,396,000",,
"				Properties","48,000,000","44,000,000","39,000,000","39,000,000","35,000,000","143,000,000","25,359,000","23,778,000","21,121,000",0,0,0,0,0,0,0,,
"				LandAndImprovements","880,000,000","804,000,000","861,000,000","844,000,000","763,000,000","760,000,000","715,133,000","741,102,000","678,740,000","635,044,000","560,890,000","554,444,000","579,238,000","514,833,000","491,344,000","491,848,000",,
"				MachineryFurnitureEquipment","7,419,000,000","7,135,000,000","6,886,000,000","6,180,000,000","5,801,000,000","5,430,000,000","5,319,689,000","5,265,652,000","4,952,679,000","4,651,382,000","4,360,540,000","4,226,522,000","4,285,143,000","3,675,893,000","3,963,314,000","3,835,367,000",,
"				OtherProperties","2,940,000,000","2,458,000,000","1,975,000,000","1,888,000,000","1,715,000,000","1,634,000,000","1,528,113,000","1,429,096,000","879,404,000","737,845,000","645,976,000","591,301,000","11,249,000","428,190,000","9,614,000","13,756,000",,
"				ConstructionInProgress","778,000,000","797,000,000","515,000,000","898,000,000","879,000,000","976,000,000","894,735,000","660,114,000","452,727,000","249,285,000","168,984,000","215,642,000","120,614,000","60,415,000","55,685,000","57,425,000",,
"			AccumulatedDepreciation","-6,501,000,000","-5,889,000,000","-5,599,000,000","-5,314,000,000","-4,858,000,000","-4,595,000,000","-4,537,153,000","-4,415,013,000","-3,917,709,000","-3,697,568,000","-3,545,796,000","-3,494,776,000","-3,154,848,000","-2,997,370,000","-2,858,021,000","-2,778,156,000",,
"		GoodwillAndOtherIntangibleAssets","656,000,000","634,000,000","759,000,000","708,000,000","798,000,000","1,049,000,000","783,917,000","772,685,000","724,391,000","746,305,000","543,779,000","566,683,000","417,496,000","181,828,000","185,357,000","129,047,000",,
"			Goodwill","320,000,000","302,000,000","309,000,000","326,000,000","377,000,000","349,000,000","302,543,000","267,250,000","260,089,000","252,426,000","185,401,000","185,448,000","152,772,000","48,544,000","42,183,000","38,031,000",,
"			OtherIntangibleAssets","336,000,000","332,000,000","450,000,000","382,000,000","421,000,000","700,000,000","481,374,000","505,435,000","464,302,000","493,879,000","358,378,000","381,235,000","264,724,000","133,284,000","143,174,000","91,016,000",,
"		InvestmentsAndAdvances","110,000,000","140,000,000","175,000,000","241,000,000","406,000,000","159,000,000","184,549,000","174,511,000","18,392,000","29,404,000","28,124,000","28,762,000",,"31,149,000","24,775,000","14,150,000",,
"			LongTermEquityInvestment","27,000,000","29,000,000","30,000,000","29,000,000","153,000,000","159,000,000","184,549,000","174,511,000","18,392,000","29,404,000","28,124,000","28,762,000",,"31,149,000","24,775,000","14,150,000",,
"				InvestmentsinAssociatesatCost",,,,,,,,,"18,392,000","29,404,000","28,124,000","28,762,000",,,,,,
"			InvestmentinFinancialAssets","83,000,000","111,000,000","145,000,000","212,000,000","253,000,000",,,,,,,,,,,,,
"				AvailableForSaleSecurities","83,000,000","111,000,000","145,000,000","212,000,000","253,000,000",,,,,,,,,,,,,
"		FinancialAssets","115,000,000","57,000,000","15,000,000",,,,0,"7,619,000","27,514,000","18,229,000","36,308,000","16,739,000",,,,,,
"		NonCurrentAccountsReceivable",,,,,,"124,000,000","9,371,000","12,428,000","13,668,000","16,198,000","18,850,000","32,534,000","73,555,000","44,809,000","22,622,000","33,707,000",,
"		NonCurrentDeferredAssets","127,000,000","109,000,000","122,000,000","132,000,000","150,000,000","199,000,000","158,443,000","111,157,000","112,455,000","85,356,000","120,305,000","100,271,000","19,044,000","6,539,000","5,541,000","29,773,000",,
"			NonCurrentDeferredTaxesAssets","127,000,000","109,000,000","122,000,000","132,000,000","150,000,000","199,000,000","158,443,000","111,157,000","112,455,000","85,356,000","120,305,000","100,271,000","19,044,000","6,539,000","5,541,000","29,773,000",,
"		NonCurrentPrepaidAssets",,,,,,"2,000,000","2,295,000","3,340,000","349,150,000",,,,,,,,,
"		DefinedPensionBenefit","91,000,000","78,000,000","73,000,000",,"78,000,000","89,000,000","66,063,000","83,124,000","69,193,000","65,365,000","83,325,000","66,057,000",,,,,,
"		OtherNonCurrentAssets","160,000,000","122,000,000","167,000,000","373,000,000","214,000,000","122,000,000","57,035,000","62,252,000","54,993,000","303,329,000","236,740,000","231,915,000","29,771,000","33,865,000","36,359,000","32,956,000",,
TotalLiabilitiesNetMinorityInterest,"5,576,000,000","5,112,000,000","4,861,000,000","5,784,000,000","5,893,000,000","5,889,000,000","5,347,362,000","4,294,811,000","4,346,778,000","4,178,204,000","3,746,914,000","3,112,740,000","2,772,153,000","1,872,289,000","1,823,451,000","1,837,864,000",,
"	CurrentLiabilities","2,177,000,000","1,761,000,000","2,009,000,000","2,328,000,000","2,023,000,000","2,046,000,000","2,002,852,000","1,960,041,000","1,926,135,000","1,753,523,000","1,465,811,000","1,202,350,000","1,538,440,000","954,266,000","897,130,000","927,288,000",,
"		PayablesAndAccruedExpenses","978,000,000","854,000,000","912,000,000","921,000,000","833,000,000","877,000,000","688,961,000","776,173,000","798,596,000","1,013,700,000","1,088,279,000","820,793,000","720,525,000","524,914,000","504,059,000","443,802,000",,
"			Payables","902,000,000","790,000,000","827,000,000","838,000,000","761,000,000","778,000,000","621,370,000","702,819,000","686,154,000","893,400,000","1,025,908,000","752,548,000","659,796,000","479,062,000","469,218,000","406,466,000",,
"				AccountsPayable","740,000,000","712,000,000","715,000,000","790,000,000","644,000,000","716,000,000","584,909,000","669,102,000","653,757,000","665,028,000","521,258,000","469,798,000","428,386,000","315,945,000","288,772,000","267,492,000",,
"				TotalTaxPayable","87,000,000","78,000,000","112,000,000","48,000,000","57,000,000","62,000,000","36,461,000","33,717,000","32,397,000","44,784,000","41,427,000","69,723,000","101,596,000","72,552,000","65,185,000","32,956,000",,
"					IncomeTaxPayable",,,,,,,,,"32,397,000","44,784,000","41,427,000","69,723,000","101,596,000","72,552,000","65,185,000","32,956,000",,
"				DividendsPayable",,,,0,"60,000,000",,,,,0,"169,703,000",0,,,,,,
"				OtherPayable","75,000,000",,,,,,,,,"183,588,000","293,520,000","213,027,000","129,814,000","90,565,000","115,261,000","106,018,000",,
"			CurrentAccruedExpenses","76,000,000","64,000,000","85,000,000","83,000,000","72,000,000","99,000,000","67,591,000","73,354,000","112,442,000","120,300,000","62,371,000","68,245,000","60,729,000","45,852,000","34,841,000","37,336,000",,
"		CurrentProvisions","54,000,000","42,000,000","37,000,000","78,000,000","83,000,000","42,000,000","35,118,000","38,485,000","41,177,000","47,178,000","55,037,000","54,848,000",,,,,,
"		PensionandOtherPostRetirementBenefitPlansCurrent","322,000,000","294,000,000","284,000,000","240,000,000","210,000,000","249,000,000","232,631,000","295,022,000","307,083,000","284,826,000","259,131,000","221,002,000","195,211,000","162,379,000","153,787,000","143,001,000",,
"		CurrentDebtAndCapitalLeaseObligation","679,000,000","420,000,000","610,000,000","822,000,000","588,000,000","673,000,000","602,749,000","718,284,000","603,805,000","367,148,000","53,017,000","103,951,000","622,704,000","266,973,000","239,284,000","340,485,000",,
"			CurrentDebt","615,000,000","371,000,000","610,000,000","822,000,000","588,000,000","673,000,000","602,749,000","718,284,000","603,805,000","367,148,000","53,017,000","103,951,000","622,704,000","266,973,000","239,284,000","340,485,000",,
"				OtherCurrentBorrowings","615,000,000","371,000,000","610,000,000","822,000,000","588,000,000","673,000,000","602,749,000","718,284,000","603,805,000","367,148,000","53,017,000","103,951,000",,,"239,284,000","340,485,000",,
"			CurrentCapitalLeaseObligation","64,000,000","49,000,000",,,,,,,,,,,,,,,,
"		CurrentDeferredLiabilities","17,000,000",,,,,,,,,,,,,,,,,
"			CurrentDeferredRevenue","17,000,000",,,,,,,,,,,,,,,,,
"		OtherCurrentLiabilities","127,000,000","151,000,000","166,000,000","267,000,000","309,000,000","205,000,000","443,393,000","132,077,000","175,474,000","40,671,000","10,347,000","1,756,000",,,,,,
"	TotalNonCurrentLiabilitiesNetMinorityInterest","3,399,000,000","3,351,000,000","2,852,000,000","3,456,000,000","3,870,000,000","3,843,000,000","3,344,510,000","2,334,770,000","2,420,643,000","2,424,681,000","2,281,103,000","1,910,390,000","1,233,713,000","918,023,000","926,321,000","910,576,000",,
"		LongTermProvisions","267,000,000","202,000,000","229,000,000","193,000,000","185,000,000","127,000,000","102,431,000","94,570,000","78,418,000","79,581,000","67,503,000","74,186,000","36,886,000","24,989,000","21,375,000","28,380,000",,
