name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
			FinishedGoods,"23,709,000","40,429,000","28,418,000","22,559,000","17,960,000","18,897,000","56,653,000","54,425,000","56,578,000","88,421,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,"167,152,000","81,588,000",,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,"118,230,000","121,316,000","110,480,000","127,874,000","31,510,000","125,163,000","28,083,000","12,757,000","38,081,000","199,196,000","39,599,000","36,442,000","32,846,000","28,145,000",,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,"118,230,000","121,316,000","110,480,000","127,874,000","31,510,000","125,163,000","28,083,000","12,757,000","38,081,000","199,196,000","39,599,000","36,442,000","32,846,000","28,145,000",,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"16,562,000","2,530,000","12,250,000","37,052,000","76,668,000","75,678,000","146,467,000","243,264,000","383,857,000","401,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"109,595,000","164,257,000","177,604,000","180,134,000","172,019,000","187,135,000","193,438,000","272,781,000","226,560,000","170,044,000","504,884,000","135,791,000","243,379,000","252,280,000","116,534,000","121,191,000","159,568,000","125,756,000",,,"99,034,000","118,200,000","48,800,000","35,500,000","41,400,000","24,800,000","13,200,000","16,300,000","12,300,000","9,500,000","4,200,000","4,100,000","3,500,000","3,000,000","7,800,000","6,400,000"
	TotalNonCurrentAssets,"4,371,963,000","5,511,992,000","6,260,381,000","6,954,648,000","7,031,176,000","8,061,943,000","9,138,068,000","9,405,981,000","9,523,165,000","9,823,826,000","9,033,639,000","8,468,026,000","8,301,389,000","7,898,270,000","6,637,447,000","4,613,099,000","4,281,635,000","4,087,045,000","3,693,964,000","3,120,969,000","2,118,550,000","1,936,700,000","1,184,700,000","928,400,000","542,800,000","400,100,000","258,900,000","238,600,000","207,800,000","179,400,000","126,100,000","43,200,000","28,700,000","33,900,000","100,100,000","106,900,000"
		NetPPE,"3,985,707,000","4,930,549,000","5,467,870,000","6,109,565,000","6,267,583,000","7,027,802,000","8,599,125,000","8,597,813,000","8,712,088,000","8,629,946,000","7,815,419,000","7,646,050,000","7,282,042,000","6,689,126,000","5,410,101,000","3,886,924,000","3,275,495,000","2,990,792,000","2,781,050,000","2,433,247,000","1,821,392,000","1,669,500,000","1,127,200,000","861,400,000","511,200,000","383,700,000","230,400,000","230,800,000","199,200,000","168,400,000","99,300,000","37,600,000","23,900,000","33,400,000","99,800,000","106,600,000"
			GrossPPE,"13,112,640,000","13,615,622,000","13,695,384,000","13,929,857,000","13,556,735,000","13,336,457,000","15,427,115,000","15,244,631,000","14,436,262,000","13,598,711,000","12,490,965,000","11,435,674,000","10,311,740,000","9,198,801,000","7,433,590,000","5,582,194,000","4,675,332,000","4,097,010,000","3,636,955,000","3,136,722,000","2,417,486,000","2,152,400,000","1,528,800,000","1,177,000,000","762,100,000","596,100,000","403,100,000","371,400,000","325,600,000","283,000,000","206,400,000","154,900,000","155,700,000","222,700,000","222,100,000","219,600,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","11,310,920,000","9,529,340,000","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,
				LandAndImprovements,"28,261,000","33,931,000","43,187,000","52,000,000","46,319,000","19,757,000","63,311,000","63,733,000","49,965,000","22,120,000","12,087,000","9,251,000","22,958,000","528,281,000","373,488,000","22,413,000","15,821,000","12,037,000","15,203,000","14,756,000",,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"141,365,000","132,603,000","123,619,000","134,318,000","115,502,000","126,285,000","165,826,000","163,962,000","154,878,000","132,753,000","122,635,000","93,874,000","79,094,000","84,000,000","74,048,000","40,271,000","31,394,000","26,703,000","30,177,000","25,541,000",,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"192,081,000","0","4,377,000","181,069,000","10,271,000","14,123,000","14,062,000","14,054,000","12,627,851,000","695,868,000","735,907,000","9,764,810,000","8,109,177,000","6,360,335,000","4,991,585,000","4,326,440,000","3,813,933,000","31,319,000","3,096,425,000",,,,,,,,,,,,,,,,
				OtherProperties,"12,943,014,000","13,423,697,000","13,498,183,000","13,454,814,000","13,106,241,000","12,722,722,000","14,402,481,000","14,309,399,000","13,853,828,000",,,"752,809,000",,,,"195,146,000","301,677,000","244,337,000","3,560,256,000",,,,,,,,,,,,,,,,,
				ConstructionInProgress,"0","25,391,000","30,395,000","284,348,000","288,673,000","457,422,000","781,374,000","693,475,000","363,537,000","815,987,000","349,455,000","314,493,000","444,878,000","477,343,000","625,719,000","332,779,000",,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-9,126,933,000","-8,685,073,000","-8,227,514,000","-7,820,292,000","-7,289,152,000","-6,308,655,000","-6,827,990,000","-6,646,818,000","-5,724,174,000","-4,968,765,000","-4,675,546,000","-3,789,624,000","-3,029,698,000","-2,509,675,000","-2,023,489,000","-1,695,270,000","-1,399,837,000","-1,106,218,000","-855,905,000","-703,475,000","-596,094,000","-482,900,000","-401,600,000","-315,600,000","-250,900,000","-212,400,000","-172,700,000","-140,600,000","-126,400,000","-114,600,000","-107,100,000","-117,300,000","-131,800,000","-189,300,000","-122,300,000","-113,000,000"
		GoodwillAndOtherIntangibleAssets,"0","28,380,000","183,914,000","173,226,000","166,917,000","166,659,000","173,928,000","512,964,000","472,326,000","501,258,000","494,372,000","164,265,000","175,749,000","368,432,000","362,269,000","341,939,000","327,225,000","336,027,000","306,762,000","199,048,000","192,181,000","169,100,000",,,,,,,,,,,,,,
			Goodwill,"0","28,380,000","183,914,000","173,226,000","166,917,000","166,659,000","173,928,000","512,964,000","472,326,000","501,258,000","494,372,000","164,265,000","175,749,000","368,432,000","362,269,000",,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,,,"341,939,000","327,225,000","336,027,000","306,762,000","199,048,000","192,181,000","169,100,000",,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,"893,000","415,177,000","61,057,000","67,496,000","65,959,000","382,145,000","308,023,000","407,490,000",,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,"893,000","415,177,000","58,251,000","64,260,000","61,690,000","371,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,"893,000","415,177,000","58,251,000","64,260,000","61,690,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,"371,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,,,"371,021,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,"2,806,000","3,236,000","4,269,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,"11,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"247,171,000","305,844,000","345,091,000","419,003,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"247,171,000","305,844,000","345,091,000","419,003,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"139,085,000","247,219,000","263,506,000","252,854,000","595,783,000","452,305,000","303,958,000","227,708,000","272,792,000","310,477,000","415,825,000","250,221,000","843,598,000","840,712,000","865,077,000","384,236,000","678,915,000","760,226,000","606,152,000","488,674,000","104,977,000","98,100,000","57,500,000","67,000,000","31,600,000","16,400,000","28,500,000","7,800,000","8,600,000","11,000,000","26,800,000","5,600,000","4,800,000","500,000","300,000","300,000"
TotalLiabilitiesNetMinorityInterest,"4,246,620,000","4,710,493,000","5,103,618,000","5,463,211,000","4,932,220,000","5,243,972,000","6,961,153,000","6,178,634,000","6,698,905,000","7,310,923,000","6,303,706,000","5,462,711,000","5,775,863,000","5,589,261,000","5,605,650,000","3,472,267,000","2,933,216,000","3,112,417,000","2,905,417,000","2,294,049,000","1,330,400,000","927,900,000","582,700,000","506,400,000","413,500,000","214,700,000","142,200,000","159,100,000","124,600,000","122,000,000","105,900,000","23,400,000","20,700,000","76,900,000","62,200,000","185,500,000"
	CurrentLiabilities,"515,469,000","656,548,000","832,077,000","919,476,000","821,934,000","1,006,499,000","1,567,475,000","1,311,424,000","1,132,382,000","1,802,562,000","2,154,380,000","608,622,000","1,128,859,000","1,494,132,000","854,360,000","1,352,456,000","1,199,316,000","598,373,000","751,454,000","330,130,000","279,179,000","265,500,000","244,400,000","235,000,000","156,400,000","150,600,000","76,100,000","80,300,000","65,700,000","67,800,000","51,900,000","16,400,000","17,600,000","11,200,000","11,900,000","21,300,000"
		PayablesAndAccruedExpenses,"341,465,000","412,065,000","546,205,000","531,064,000","400,623,000","469,562,000","1,000,814,000","797,796,000","696,649,000","1,003,725,000","775,362,000","608,459,000","792,301,000","697,039,000","754,137,000","541,383,000","382,834,000","289,585,000","242,569,000","299,843,000","139,162,000","80,300,000","58,500,000","86,100,000","65,000,000","53,900,000","26,700,000","37,300,000","16,300,000","17,500,000","8,500,000",,,,,
			Payables,"263,334,000","349,091,000","472,133,000","435,494,000","311,847,000","357,216,000","891,726,000","680,927,000","591,228,000","861,156,000","381,070,000","262,122,000","424,908,000","348,524,000","459,179,000","336,589,000","211,600,000","128,840,000","109,163,000","131,821,000","139,162,000","80,300,000","58,500,000","86,100,000","65,000,000","53,900,000","26,700,000","37,300,000","16,300,000","17,500,000","8,500,000",,,,,
				AccountsPayable,"220,922,000","295,159,000","392,843,000","363,416,000","264,578,000","271,984,000","780,060,000","545,512,000","499,010,000","782,753,000","355,282,000","226,423,000","424,908,000","348,524,000","459,179,000","336,589,000","211,600,000","128,840,000","109,163,000","131,821,000","139,162,000","80,300,000","58,500,000","86,100,000","65,000,000","53,900,000","26,700,000","37,300,000","16,300,000","17,500,000","8,500,000",,,,,
				TotalTaxPayable,"38,759,000","46,100,000","53,960,000","54,930,000","30,230,000","85,232,000","111,666,000","135,415,000","92,218,000","72,362,000","25,788,000","35,699,000",,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"10,157,000","14,628,000","20,761,000","22,835,000","13,811,000","41,394,000","53,221,000","58,634,000","33,628,000","27,710,000","25,788,000","35,699,000",,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"3,653,000","7,832,000","25,330,000","17,148,000","17,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,"0","6,041,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"78,131,000","62,974,000","74,072,000","95,570,000","88,776,000","112,346,000","109,088,000","116,869,000","105,421,000","142,569,000","394,292,000","346,337,000","367,393,000","348,515,000","294,958,000","204,794,000","171,234,000","160,745,000","133,406,000","168,022,000",,,,,,,,,,,,,,,,
				InterestPayable,"62,935,000","51,316,000","59,718,000","65,642,000","57,233,000","62,776,000","63,532,000","64,728,000","90,878,000","99,869,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"13,976,000","14,736,000","24,926,000","18,830,000","24,896,000","27,097,000","23,681,000","30,784,000","26,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"90,250,000","127,217,000","108,674,000","144,957,000","135,030,000","157,663,000","215,166,000","202,262,000","180,740,000","196,377,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"8,305,000","13,479,000","561,000","181,000","297,000","6,508,000","6,190,000","10,185,000","364,000","275,326,000","1,379,018,000","163,000","225,030,000","700,000,000",,"767,912,000","804,550,000","299,385,000","492,985,000","2,510,000","3,554,000","3,600,000","85,900,000","43,000,000","18,000,000","41,800,000","11,100,000","11,800,000","23,200,000","8,700,000","5,900,000","4,700,000","6,600,000","400,000","300,000","200,000"
			CurrentDebt,,,"561,000","181,000","297,000","6,508,000","6,190,000","10,185,000","364,000","275,326,000","1,379,018,000","163,000","225,030,000","700,000,000",,"767,912,000","804,550,000","299,385,000","492,985,000","2,510,000","3,554,000","3,600,000","85,900,000","43,000,000","18,000,000","41,800,000","11,100,000","11,800,000","23,200,000","8,700,000","5,900,000","4,700,000","6,600,000","400,000","300,000","200,000"
			CurrentCapitalLeaseObligation,"8,305,000","13,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"61,473,000","89,051,000","149,266,000","218,370,000","255,626,000","340,472,000","302,022,000","205,993,000","158,886,000","172,847,000",,,,,,"19,542,000",,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,"0","3,677,000","3,075,000","10,721,000","269,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"61,473,000","89,051,000","149,266,000","218,370,000","255,626,000","340,472,000","298,345,000","202,918,000","148,165,000","172,578,000",,,,,,"19,542,000",,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"515,469,000","656,548,000","2,445,000","6,074,000","5,462,000","5,197,000","19,602,000","64,404,000","68,961,000","154,287,000","775,362,000","608,459,000","111,528,000","97,093,000","100,223,000","23,619,000","11,932,000","9,403,000","15,900,000","27,777,000","136,463,000","181,600,000","100,000,000","105,900,000","73,400,000","54,900,000","38,300,000","31,200,000","26,200,000","41,600,000","37,500,000","11,700,000","11,000,000","10,800,000","11,600,000","21,100,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,731,151,000","4,053,945,000","4,271,541,000","4,543,735,000","4,110,286,000","4,237,473,000","5,393,678,000","4,867,210,000","5,566,523,000","5,508,361,000","4,149,326,000","4,854,089,000","4,647,004,000","4,095,129,000","4,751,290,000","2,119,811,000","1,733,900,000","2,514,044,000","2,153,963,000","1,963,919,000","1,051,221,000","662,400,000","338,300,000","271,400,000","257,100,000","64,100,000","66,100,000","78,800,000","58,900,000","54,200,000","54,000,000","7,000,000","3,100,000","65,700,000","50,300,000","164,200,000"
		LongTermDebtAndCapitalLeaseObligation,"2,968,701,000","3,333,220,000","3,585,884,000","4,027,766,000","3,578,335,000","3,655,200,000","4,348,859,000","3,904,117,000","4,379,336,000","4,348,490,000","3,064,126,000","3,940,605,000","3,887,711,000","3,306,433,000","4,004,074,000","1,251,751,000","1,201,686,000","1,985,553,000","1,614,656,000","1,567,616,000","854,777,000","482,600,000","217,000,000","229,500,000","229,500,000","51,500,000","57,500,000","68,900,000","46,800,000","51,900,000","37,800,000","5,900,000","1,600,000","14,800,000","42,000,000","12,900,000"
			LongTermDebt,"2,968,701,000","3,333,220,000","3,585,884,000","4,027,766,000","3,578,335,000","3,655,200,000","4,348,859,000","3,904,117,000","4,379,336,000","4,348,490,000","3,064,126,000","3,940,605,000","3,887,711,000","3,306,433,000","4,004,074,000","1,251,751,000","1,201,686,000","1,985,553,000","1,614,656,000","1,567,616,000","854,777,000","482,600,000","217,000,000","229,500,000","229,500,000","51,500,000","57,500,000","68,900,000","46,800,000","51,900,000","37,800,000","5,900,000","1,600,000","14,800,000","42,000,000","12,900,000"
		NonCurrentDeferredLiabilities,"1,576,000","3,149,000","6,311,000","10,338,000","9,495,000","29,326,000","443,003,000","516,161,000","599,335,000","797,925,000","770,247,000","673,427,000","497,415,000","541,982,000","584,472,000","716,645,000","385,877,000","372,824,000","402,054,000","285,401,000","97,297,000","93,000,000","72,200,000","28,300,000","18,400,000","4,000,000","800,000",,"2,300,000","2,300,000","2,600,000","1,200,000","1,400,000","1,100,000","6,500,000","6,500,000"
			NonCurrentDeferredTaxesLiabilities,"1,576,000","3,149,000","6,311,000","10,338,000","9,495,000","29,326,000","443,003,000","516,161,000","599,335,000","797,925,000","770,247,000","673,427,000","497,415,000","541,982,000","584,472,000","716,645,000","385,877,000","372,824,000","402,054,000","285,401,000","97,297,000","93,000,000","72,200,000","28,300,000","18,400,000","4,000,000","800,000",,"2,300,000","2,300,000","2,600,000","1,200,000","1,400,000","1,100,000","6,500,000","6,500,000"
		PreferredSecuritiesOutsideStockEquity,"442,840,000","425,392,000","404,861,000","203,998,000",,,"0","69,188,000","69,188,000","69,188,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"318,034,000","292,184,000","274,485,000","301,633,000","522,456,000","552,947,000","601,816,000","377,744,000","518,664,000","361,946,000","314,953,000","240,057,000","261,878,000","246,714,000","162,744,000","151,415,000","146,337,000","155,667,000","137,253,000","110,902,000","99,147,000","86,800,000","49,100,000","13,600,000","9,200,000","8,600,000","7,800,000","9,900,000","9,800,000",,"13,600,000","-100,000","100,000","49,800,000","1,800,000","144,800,000"
TotalEquityGrossMinorityInterest,"1,256,808,000","2,050,165,000","2,750,326,000","2,938,773,000","3,254,795,000","4,293,868,000","4,918,789,000","5,981,177,000","5,957,117,000","5,601,217,000","5,342,863,000","5,181,979,000","4,692,119,000","4,514,121,000","3,536,653,000","3,758,140,000","2,929,393,000","2,490,275,000","2,158,455,000","1,857,866,000","1,806,468,000","1,470,100,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000"
	StockholdersEquity,"1,151,384,000","1,982,811,000","2,700,850,000","2,911,816,000","3,247,025,000","4,282,710,000","4,908,619,000","5,969,086,000","5,944,929,000","5,587,815,000","5,328,162,000","5,167,656,000","4,692,119,000","4,514,121,000","3,536,653,000","3,758,140,000","2,929,393,000","2,490,275,000","2,158,455,000","1,857,866,000","1,806,468,000","1,470,100,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000"
		CapitalStock,"424,000","422,000","416,000","368,000","334,000","331,000","328,000","324,000","319,000","317,000","315,000","314,000","312,000","305,000","299,000","158,000","150,000","147,000","145,000","14,771,000","14,715,000","13,700,000",,,,,,,,,,,,,,
			PreferredStock,"5,000","6,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"419,000","416,000","410,000","368,000","334,000","331,000","328,000","324,000","319,000","317,000","315,000","314,000","312,000","305,000","299,000","158,000","150,000","147,000","145,000","14,771,000","14,715,000","13,700,000",,,,,,,,,,,,,,
		AdditionalPaidInCapital,"3,423,935,000","3,412,972,000","3,392,937,000","2,791,129,000","2,521,332,000","2,493,100,000","2,452,261,000","2,392,585,000","2,337,244,000","2,287,743,000","2,255,787,000","2,239,323,000","1,705,907,000","1,710,036,000","1,637,204,000","1,591,125,000","1,358,374,000","1,270,362,000","1,233,598,000","1,091,536,000","1,145,847,000","958,700,000",,,,,,,,,,,,,,
		RetainedEarnings,"-946,100,000","-104,775,000","650,842,000","1,423,154,000","2,033,427,000","3,131,134,000","3,573,172,000","4,213,212,000","4,120,398,000","3,956,364,000","3,707,881,000","3,613,186,000","3,910,253,000","3,359,080,000","2,473,373,000","1,989,526,000","1,422,640,000","1,120,183,000","927,955,000","1,001,079,000","643,629,000","506,300,000","478,600,000","312,300,000","200,200,000","138,100,000","86,800,000","93,900,000","59,600,000","35,500,000","15,800,000","5,400,000","1,900,000","-77,500,000","8,100,000","-48,100,000"
		TreasuryStock,"1,315,751,000","1,314,020,000","1,314,020,000","1,314,020,000","1,295,949,000","1,294,262,000","1,194,664,000","944,627,000","944,627,000","977,873,000","977,873,000","977,873,000","977,873,000","877,935,000","775,484,000",,,,,"252,780,000","4,817,000","4,800,000",,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-11,124,000","-11,788,000","-29,325,000","11,185,000","-12,119,000","-47,593,000","77,522,000","307,592,000","431,595,000","321,264,000","342,052,000","292,706,000","53,520,000","322,635,000","201,261,000","177,331,000","148,229,000","99,583,000","-3,243,000","3,260,000","7,094,000","-3,800,000",,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,"324,647,000","171,160,000",,,,,"-9,150,000",,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,"-2,012,000","30,101,000",,,,,"12,410,000",,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,"388,900,000","415,500,000","257,600,000","230,700,000","190,000,000","173,800,000","125,200,000","105,000,000","87,400,000","39,200,000","33,000,000","50,600,000","49,800,000","42,500,000"
	MinorityInterest,"105,424,000","67,354,000","49,476,000","26,957,000","7,770,000","11,158,000","10,170,000","12,091,000","12,188,000","13,402,000","14,701,000","14,323,000",,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"4,120,085,000","5,316,031,000","6,286,734,000","6,939,582,000","6,825,360,000","7,937,910,000","9,257,478,000","9,873,203,000","10,324,265,000","9,936,305,000","8,392,288,000","9,108,261,000","8,579,830,000","7,820,554,000","7,540,727,000","5,009,891,000","4,131,079,000","4,475,828,000","3,773,111,000","3,425,482,000","2,661,245,000","1,952,700,000","1,084,500,000","957,300,000","687,300,000","420,300,000","334,300,000","336,600,000","231,600,000","192,400,000","141,000,000","50,500,000","36,500,000","-12,100,000","99,900,000","7,300,000"
PreferredStockEquity,"5,000","6,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"1,151,379,000","1,982,805,000","2,700,844,000","2,911,816,000","3,247,025,000","4,282,710,000","4,908,619,000","5,969,086,000","5,944,929,000","5,587,815,000","5,328,162,000","5,167,656,000","4,692,119,000","4,514,121,000","3,536,653,000","3,758,140,000","2,929,393,000","2,490,275,000","2,158,455,000","1,857,866,000","1,806,468,000","1,470,100,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000"
CapitalLeaseObligations,"8,305,000","13,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,151,384,000","1,954,431,000","2,516,936,000","2,738,590,000","3,080,108,000","4,116,051,000","4,734,691,000","5,456,122,000","5,472,603,000","5,086,557,000","4,833,790,000","5,003,391,000","4,516,370,000","4,145,689,000","3,174,384,000","3,416,201,000","2,602,168,000","2,154,248,000","1,851,693,000","1,658,818,000","1,614,287,000","1,301,000,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000"
